Date,pol_gol,pol_dell,pol_slvr,pol_slcn,pol_copper,pol_apple,Close_clopper,Close_gold,Close_Pall,Close_plat,applied_materials,taiwan_semiconductor,dell,hp,lenovo,arrow_electronics,avnet,synnex_corp,advanced_micro_divices,nvidia,qualcomn
11/26/18,0.105421077,0.185211712,0.116698966,0.114553924,0,0.116698966,2.773,1228.7,1123.9,847.8,36.009998,36.84,58.488373,22.809999,0.69,74.050003,43.360001,75.610001,20.08,153.050003,55.73
11/27/18,0.116539683,0.074688552,0.192460317,0.109289978,0.047953473,0.072035303,2.726,1219.9,1122.1,835.3,36,36.799999,57.951275,22.73,0.71,73.300003,42.369999,73.269997,21.049999,153.729996,55.57
11/28/18,-0.010393733,0.068357021,0,0.110316367,0,-0.013585257,2.8135,1229.8,1151.9,826.3,37.110001,38.009998,59.025471,23.43,0.73,75.349998,43.32,75.989998,21.34,160.070007,56.650002
11/29/18,0.043093885,0.024726783,0,0,0,-0.003573232,2.7895,1230.4,1151.4,820.9,36.540001,37.93,58.693245,22.860001,0.69,76.470001,43.400002,79.419998,21.43,157.360001,58.110001
11/30/18,0,0,0,0,0,0,2.7875,1226,1144.6,799.8,37.279999,37.59,58.405315,23,0.73,76.970001,43.82,80.739998,21.299999,163.429993,58.259998
12/1/18,,,,,,,,,,,37.279999,37.59,58.405315,23,0.73,76.970001,43.82,80.739998,21.299999,163.429993,58.259998
12/2/18,,,,,,,,,,,38.34,38.73,58.433002,23.950001,0.75,78.400002,44.639999,81.900002,23.709999,170.039993,59.139999
12/3/18,0.07346593,0.085210726,0.3125,0.256486386,0.177992854,0.026978646,2.8095,1239.6,1165.6,810.7,38.34,38.73,58.433002,23.950001,0.75,78.400002,44.639999,81.900002,23.709999,170.039993,59.139999
12/4/18,0.116184536,0.046828806,0.097021985,0,0.069272199,0.005669115,2.759,1246.6,1180.2,804.2,35.43,37.439999,57.84053,23.24,0.73,75.410004,42.52,76.75,21.120001,157.110001,57.73
12/5/18,0.071517428,0.086274572,0.152537668,0,0,0.049716854,2.774,1242.6,1184.4,802,,,,,,,,,,,
12/6/18,0.01609028,-0.024367133,0,0.115774697,0.001645128,0.07725081,2.743,1243.6,1141.9,789.6,34.689999,36.860001,58.477299,24.02,0.67,74.690002,42.98,77.309998,21.299999,158.289993,57.110001
12/7/18,0,0.013333333,0,0,0.012470827,0.0722595,2.7595,1252.6,1170.8,790.4,33.639999,36.52,57.585827,22.93,0.71,71.720001,41.990002,75.589996,19.459999,147.610001,55.990002
12/8/18,,,,,,,,,,,33.639999,36.52,57.585827,22.93,0.71,71.720001,41.990002,75.589996,19.459999,147.610001,55.990002
12/9/18,,,,,,,,,,,34.169998,36.43,57.646732,22.93,0.67,71.5,41.77,80.169998,19.99,151.860001,57.240002
12/10/18,0.083984434,-0.032223682,0,0.062235384,0.065649351,0.019588333,2.72,1249.4,1158.7,782.1,34.169998,36.43,57.646732,22.93,0.67,71.5,41.77,80.169998,19.99,151.860001,57.240002
12/11/18,0.088966248,0.075242218,0,0.120823399,0,0.044784871,2.767,1247.2,1177.3,785.5,34.02,36.700001,57.990032,22.549999,0.69,70.879997,39.950001,80.279999,19.98,148.190002,57.349998
12/12/18,0.127239229,0.116284547,0,0.08368366,0,0.25,2.77,1250,1194.5,807.1,34.200001,37.380001,58.145073,22.549999,0.71,71.959999,40.450001,83,20.48,148.899994,57.720001
12/13/18,0.165046377,0.036922952,0.105008526,0.115261417,0,0.120645416,2.767,1247.4,1190.7,797.5,33.709999,37.330002,58.416389,22.290001,0.69,71.339996,39.34,80.190002,19.860001,148.889999,58.09
12/14/18,0.064071737,0.018543986,0.045429808,0,0,0.067794181,2.7625,1241.4,1171.6,785.3,32.650002,36.529999,58.576965,22.01,0.69,70.410004,38.759998,79.75,19.9,146.449997,57.619999
12/15/18,,,,,,,,,,,32.650002,36.529999,58.576965,22.01,0.69,70.410004,38.759998,79.75,19.9,146.449997,57.619999
12/16/18,,,,,,,,,,,32.650002,36.529999,58.576965,22.01,0.69,70.410004,38.759998,79.75,19.9,146.449997,57.619999
12/17/18,0.133154611,0.017661028,0.088972281,0.104983892,0,0.050899447,2.7545,1251.8,1182,795.9,32.669998,36.220001,58.18383,21.42,0.69,69.889999,37.34,80.019997,18.83,143.580002,57
12/18/18,0.035532407,-0.201589907,0,0.138495116,0,0.087697654,2.6645,1253.6,1179.2,794.8,33.279999,36.759998,58.615726,21.41,0.69,70.410004,37.009998,79.709999,19.5,146.940002,57.779999
12/19/18,-0.013333333,-0.087037037,0,0,0.040542828,0.151486619,2.716,1256.4,1201.3,796,31.530001,36.23,58.056477,20.549999,0.7,68.739998,36.32,79.529999,18.16,138.509995,56.689999
12/20/18,0.091791249,-0.283333333,0.091791249,0.124809637,0,0.052330334,2.6965,1267.9,1191.9,799.7,30.9,35.880001,57.259136,20.07,0.71,67.540001,35.549999,80.199997,17.940001,135.100006,56.369999
12/21/18,0.043521064,0,0.043521064,0.078080808,0.104336837,0.04606722,2.674,1258.1,1158.7,799.1,30.309999,35.709999,56.882614,19.65,0.71,65.559998,34.939999,75.989998,16.93,129.570007,54.849998
12/22/18,,,,,,,,,,,30.309999,35.709999,56.882614,19.65,0.71,65.559998,34.939999,75.989998,16.93,129.570007,54.849998
12/23/18,,,,,,,,,,,30.309999,35.709999,56.882614,19.65,0.71,65.559998,34.939999,75.989998,16.93,129.570007,54.849998
12/24/18,0.087127557,0.01447806,0.08036658,0.057121212,0,0,2.661,1271.8,1176.1,792.8,28.99,35.290001,44.573643,19.379999,0.71,63.25,34.09,73.919998,16.65,127.080002,53.650002
12/25/18,,,,,,,,,,,28.99,35.290001,44.573643,19.379999,0.71,63.25,34.09,73.919998,16.65,127.080002,53.650002
12/26/18,0.094619356,0,0.094619356,0,0,0,2.7,1273,1185.9,804.9,30.639999,36.759998,44.922482,20.33,0.7,66.910004,35.52,79.269997,17.9,133.100006,55.959999
12/27/18,0.016058326,-0.017061388,0.078491162,0,0,0.25,2.668,1281.1,1194.5,801.4,31.549999,36.779999,44.296787,20.379999,0.66,67.989998,35.759998,80.300003,17.49,131.169998,56.09
12/28/18,0.049959017,-0.00116342,0.061251366,0,0,0.121490933,2.6815,1283,1183.4,796.4,32.380001,37.139999,45.43,20.34,0.66,68.239998,35.900002,80.050003,17.82,133.649994,56.810001
12/29/18,,,,,,,,,,,32.380001,37.139999,45.43,20.34,0.66,68.239998,35.900002,80.050003,17.82,133.649994,56.810001
12/30/18,,,,,,,,,,,32.740002,36.91,48.869999,20.459999,0.66,68.949997,36.099998,80.839996,18.459999,133.5,56.91
12/31/18,0,0,0,0,0,0,2.631,1281.3,1197.2,800.6,32.740002,36.91,48.869999,20.459999,0.66,68.949997,36.099998,80.839996,18.459999,133.5,56.91
1/1/19,,,,,,,,,,,33.48,36.52,47.119999,20.629999,0.67,69.550003,36.57,81.160004,18.83,136.220001,57.400002
1/2/19,0.042517007,0,0.025516529,0.18535594,-0.047380717,0.055385846,2.623,1284.1,1198.8,804,33.48,36.52,47.119999,20.629999,0.67,69.550003,36.57,81.160004,18.83,136.220001,57.400002
1/3/19,0.079228553,-0.018962149,0.087206224,0.025,0.115372099,0.064789425,2.568,1294.8,1200.3,799.3,31.540001,34.360001,45.130001,19.93,0.67,66.589996,35.689999,78.199997,17.049999,127.989998,55.700001
1/4/19,0.157242484,-0.250297619,0.198442406,0,0.195677362,0.041496058,2.6475,1285.8,1234.4,827.2,33.700001,34.970001,46.02,20.719999,0.68,69.150002,37.23,81.910004,19,136.190002,56.599998
1/5/19,,,,,,,,,,,33.700001,34.970001,46.02,20.719999,0.68,69.150002,37.23,81.910004,19,136.190002,56.599998
1/6/19,,,,,,,,,,,34.299999,35.23,46.32,20.950001,0.64,70.260002,38.119999,83.019997,20.57,143.399994,56.439999
1/7/19,0.105989805,0.143862574,0.053148978,0.113340662,0,0.060702749,2.637,1289.9,1240.2,824.3,34.299999,35.23,46.32,20.950001,0.64,70.260002,38.119999,83.019997,20.57,143.399994,56.439999
1/8/19,0.067901247,0.069793059,0.067901247,0.139351852,0,-0.018208826,2.656,1285.9,1261.4,821.8,32.91,34.939999,46.869999,21.209999,0.64,70.07,38.209999,83.410004,20.75,139.830002,55.950001
1/9/19,0.0597867,-0.010606061,0.126420661,0.157797671,0.119791667,0.068711999,2.657,1292,1269.4,825.3,34.299999,35.610001,46.939999,21.209999,0.67,70.919998,39.509998,85.260002,20.190001,142.580002,56.610001
1/10/19,0.096764796,0.1333281,0.020909091,0.174502232,0,0.103240741,2.6375,1287.4,1273.2,826.1,34.759998,36.419998,45.189999,21.469999,0.7,72.529999,40.669998,86.830002,19.74,145.229996,56.799999
1/11/19,0.123110246,0.085326939,0,0.147528173,0,0.025825363,2.662,1289.5,1278.7,818,34.779999,36.610001,44.470001,21.17,0.7,73.519997,41.029999,97.480003,20.27,148.830002,57.5
1/12/19,,,,,,,,,,,34.779999,36.610001,44.470001,21.17,0.7,73.519997,41.029999,97.480003,20.27,148.830002,57.5
1/13/19,,,,,,,,,,,33.860001,35.759998,42.799999,20.790001,0.7,73.400002,41.029999,91.339996,20.23,150.440002,57.299999
1/14/19,-0.014673789,0.055687737,0.199878713,0.084726319,0,0.114082557,2.6455,1289.1,1279.5,798.8,33.860001,35.759998,42.799999,20.790001,0.7,73.400002,41.029999,91.339996,20.23,150.440002,57.299999
1/15/19,0,0,0,0,0,0,2.6345,1288.4,1277.1,800.1,33.75,36.040001,43.009998,21.01,0.71,73.559998,41.380001,90.910004,20.379999,149.869995,55.73
1/16/19,0.150046881,-0.068293651,0.154884068,0.142107892,0,0.029619666,2.6735,1293.8,1318.5,807.9,33.639999,35.639999,42.619999,21.049999,0.7,73.279999,41.43,89.470001,19.73,148.839996,55.27
1/17/19,0.126137137,0.003382035,0.124672619,0,0,0.059327823,2.68,1292.3,1348.2,812.3,34.540001,36.290001,43.709999,21.23,0.7,74.169998,41.830002,90.779999,20.25,151.720001,54.77
1/18/19,0.10795,0,0.10795,0.187943723,0,0.048070119,2.719,1282.6,1335.1,802.1,35.709999,36.84,43.349998,21.75,0.71,75.309998,42.490002,91.599998,20.77,156.929993,55.27
1/19/19,,,,,,,,,,,35.709999,36.84,43.349998,21.75,0.71,75.309998,42.490002,91.599998,20.77,156.929993,55.27
1/20/19,,,,,,,,,,,35.709999,36.84,43.349998,21.75,0.71,75.309998,42.490002,91.599998,20.77,156.929993,55.27
1/21/19,,,,,,,,,,,34.439999,36.369999,44.060001,21.32,0.74,73.709999,41.25,91.269997,19.76,148.770004,54.290001
1/22/19,0.100939955,0.033333333,0.086099086,0,0,0.125599944,2.6595,1283.4,1306.5,791.2,34.439999,36.369999,44.060001,21.32,0.74,73.709999,41.25,91.269997,19.76,148.770004,54.290001
1/23/19,0.080063028,-0.062895733,0.077808325,0.023678862,0.12236972,0.069728105,2.6545,1290.2,1308.2,796.4,34.310001,36.490002,44.619999,21.440001,0.7,73.110001,40.529999,91,19.799999,149.289993,51.77
1/24/19,0.06527497,0.11772505,0.164037718,0.129632867,0.047061719,0.084821112,2.6445,1285.9,1280.7,805,37.82,37.639999,44.959999,21.77,0.73,74.010002,41.650002,93.190002,20.85,157.839996,50.810001
1/25/19,0.048036797,0.05370838,0.123446046,0.090172662,0.142088261,0.014578272,2.729,1304.2,1319.8,818.3,39.189999,38.139999,45.91,22.1,0.73,75.57,41.040001,96.029999,21.93,160.149994,51.299999
1/26/19,,,,,,,,,,,38.700001,37.439999,46.900002,21.98,0.72,75.019997,40.740002,96.709999,20.18,138.009995,50.639999
1/27/19,,,,,,,,,,,38.700001,37.439999,46.900002,21.98,0.72,75.019997,40.740002,96.709999,20.18,138.009995,50.639999
1/28/19,0,0,0,0,0,0.025857479,2.68,1309.3,1289.3,814.5,38.700001,37.439999,46.900002,21.98,0.72,75.019997,40.740002,96.709999,20.18,138.009995,50.639999
1/29/19,0.108773853,0.035982247,0.181921296,0.142257228,0.181921296,0.012302089,2.725,1315.2,1303.6,815.8,38.200001,36.330002,46.849998,21.879999,0.7,74.68,40.369999,96.279999,19.25,131.600006,49.400002
1/30/19,0.064399036,0.056224518,0.194149832,0.117032752,0.078126729,0.093055953,2.7675,1315.5,1316.4,816.2,39.599998,37.380001,48,22.200001,0.75,75.5,41.169998,96.43,23.09,137.389999,50.169998
1/31/19,0,0,0,0,0,0,2.7845,1325.2,1299.9,824.7,39.080002,37.619999,48.59,22.030001,0.71,75.949997,41.200001,96.760002,24.41,143.75,49.52
2/1/19,0.066450869,0.142967914,0,0,0,0.074752628,2.773,1322.1,1313.6,826.7,39.310001,37.57,49.650002,22.26,0.76,75.870003,41.48,97.129997,24.51,144.729996,49.610001
2/2/19,,,,,,,,,,,39.310001,37.57,49.650002,22.26,0.76,75.870003,41.48,97.129997,24.51,144.729996,49.610001
2/3/19,,,,,,,,,,,39.310001,37.57,49.650002,22.26,0.76,75.870003,41.48,97.129997,24.51,144.729996,49.610001
2/4/19,0,0.050686544,0,0,0,-0.083333333,2.7945,1319.3,1330.4,822.8,38.900002,37.939999,50.830002,22.549999,0.74,75.849998,41.939999,98.629997,24.129999,149.179993,49.689999
2/5/19,0.132382409,0.003333333,0.236121212,0.163674527,0.079065415,0.052627529,2.817,1319.2,1341.2,819.9,39.119999,38.25,51.07,22.799999,0.73,76.339996,41.93,98.540001,23.309999,149.949997,50.73
2/6/19,0.194861111,0.047784568,0,0.129897452,0,0.113846154,2.8365,1314.4,1351.6,813.8,40.279999,38.740002,50.939999,23.07,0.76,77.190002,42.709999,98.879997,23.26,153,51.099998
2/7/19,-0.002199546,0.089594552,0.058796296,0.105637824,0,0.038135914,2.8285,1314.2,1358.1,797.3,39.919998,38.119999,50.439999,22.860001,0.75,78.709999,42.450001,98.540001,22.67,147.419998,50.549999
2/8/19,0.041511716,0.055768845,0,0.007936508,0,0.080862546,2.8105,1318.5,1371.2,802.5,39.779999,37.790001,51.490002,22.92,0.75,79.239998,42.560001,97.940002,23.049999,148.169998,50.290001
2/9/19,,,,,,,,,,,39.779999,37.790001,51.490002,22.92,0.75,79.239998,42.560001,97.940002,23.049999,148.169998,50.290001
2/10/19,,,,,,,,,,,39.900002,38.290001,52.02,22.860001,0.77,79.510002,43.099998,98.410004,22.959999,146.449997,50.830002
2/11/19,0.127887349,0.169182016,0,0,0,0.087214022,2.7915,1307,1395.2,782.7,39.900002,38.290001,52.02,22.860001,0.77,79.510002,43.099998,98.410004,22.959999,146.449997,50.830002
2/12/19,0.07092905,0.074675325,0,0.128842816,0,0,2.772,1314,1375.4,789.6,40.689999,38.639999,53.599998,23.35,0.77,80.730003,43.400002,99.480003,22.82,151.169998,51.66
2/13/19,0.017309467,0.076200023,0,0,0.029686748,0.015108426,2.774,1310.8,1411,788,40.849998,38.130001,53.950001,23.32,0.75,81.360001,44.029999,100.330002,22.85,152.880005,51.59
2/14/19,0.098281735,0.10776042,-0.004155415,0,-0.051740901,0.058748029,2.774,1313.9,1385.9,789.2,40.709999,38.060001,54.380001,23.23,0.75,80.839996,44.02,101.25,23.129999,154.529999,51.57
2/15/19,0,0,0,0,0,0,2.8035,1322.1,1407.2,806.9,39.099998,38.09,55,23.280001,0.74,81.190002,44.119999,101.599998,23.68,157.339996,51.98
2/16/19,,,,,,,,,,,39.299999,38.459999,55.040001,23.25,0.74,81.050003,44.16,101.43,23.950001,156.639999,52.009998
2/17/19,,,,,,,,,,,39.299999,38.459999,55.040001,23.25,0.74,81.050003,44.16,101.43,23.950001,156.639999,52.009998
2/18/19,,,,,,,,,,,39.299999,38.459999,55.040001,23.25,0.74,81.050003,44.16,101.43,23.950001,156.639999,52.009998
2/19/19,0.08212482,0.034977195,0,0.129588304,0.131584414,0.044624198,2.878,1344.8,1453.9,821,39.299999,38.459999,55.040001,23.25,0.74,81.050003,44.16,101.43,23.950001,156.639999,52.009998
2/20/19,0.023704128,0.019363362,0,0.068995859,0.056288615,0.093302408,2.9205,1347.9,1462.1,834.2,39,39,55.540001,23.379999,0.75,81.989998,44.93,101.879997,23.950001,158.550003,52.450001
2/21/19,-0.066666667,0.126660306,0,0.063319705,-0.066666667,0.071428571,2.8985,1327.8,1445.1,826.3,38.830002,38.98,55.540001,23.389999,0.82,81.769997,44.75,100.410004,23.92,155.770004,52.349998
2/22/19,0.06219553,0.030936572,-0.066666667,0.116865039,-0.066666667,0.067085169,2.948,1332.8,1460.1,845.9,39.43,39.389999,56.18,23.74,0.9,81.940002,44.880001,101.589996,24.360001,159.190002,53.119999
2/23/19,,,,,,,,,,,39.43,39.389999,56.18,23.74,0.9,81.940002,44.880001,101.589996,24.360001,159.190002,53.119999
2/24/19,,,,,,,,,,,39.66,39.580002,56.639999,23.91,0.87,81.889999,44.900002,101.220001,24.709999,158.690002,52.990002
2/25/19,0.101398789,0.09248366,0,0.100904299,0.076815499,0.047322824,2.949,1329.5,1494.5,853.6,39.66,39.580002,56.639999,23.91,0.87,81.889999,44.900002,101.220001,24.709999,158.690002,52.990002
2/26/19,0.13258177,-0.242857143,0,0.036479417,0,0,2.9505,1328.5,1519.7,860.4,39.580002,39.599998,56.73,23.9,0.91,80.830002,44.380001,101.349998,24.209999,157.100006,53.029999
2/27/19,0.038690476,0.009603728,0,0,0,0.039020191,2.959,1317.7,1523.4,867.8,38.779999,39.450001,56.25,23.85,0.93,80.169998,44.080002,99.480003,23.48,155.410004,53.040001
2/28/19,0,0,0,0,0,0,2.948,1316.1,1501.5,875.2,38.34,39.049999,55.82,19.73,0.89,79.699997,43.490002,98.120003,23.530001,154.259995,53.389999
3/1/19,0.04619157,0.073051429,0.082088225,0.23509104,0,0,2.932,1299.2,1506.1,863.7,38.560001,39.389999,56.650002,19.6,0.91,80.279999,43.919998,98.940002,23.68,156.449997,54.200001
3/2/19,,,,,,,,,,,38.560001,39.389999,56.650002,19.6,0.91,80.279999,43.919998,98.940002,23.68,156.449997,54.200001
3/3/19,,,,,,,,,,,39.080002,39.150002,55.34,19.530001,0.92,79.650002,43.650002,98.169998,23.370001,156.779999,53.779999
3/4/19,0.126599917,0.012955012,0,0,0,0.011503623,2.909,1287.5,1485.1,838.9,39.080002,39.150002,55.34,19.530001,0.92,79.650002,43.650002,98.169998,23.370001,156.779999,53.779999
3/5/19,0.020862146,0.107649247,0.135624893,0.193778004,-0.050313283,-0.175,2.9335,1284.7,1465.9,838,38.93,39.02,55.119999,19.360001,0.92,78.970001,43.040001,96.580002,23.5,156.520004,53.939999
3/6/19,-0.058,0.068384191,0.167028986,0,0.024791667,0.074451509,2.9185,1287.6,1486.4,828.1,38.07,38.790001,53.73,19.08,0.92,77.949997,42.560001,94.290001,22.41,152.050003,54.799999
3/7/19,0.072136024,0.024324881,0,0.077493891,0,0.113959936,2.9105,1286.1,1482.4,817.1,37.57,38.630001,53.130001,18.82,0.9,77.410004,42.060001,92.029999,22.08,149.259995,54.029999
3/8/19,0.010198035,0.076815946,0,0.112192691,0,0,2.8935,1299.3,1459,817.6,37.740002,38.200001,52.349998,18.74,0.88,77.160004,42.200001,92.269997,22.01,150.639999,53.529999
3/9/18,,,,,,,,,,,37.740002,38.200001,52.349998,18.74,0.88,77.160004,42.200001,92.269997,22.01,150.639999,53.529999
3/10/19,,,,,,,,,,,38.509998,38.639999,54.150002,19.040001,0.88,78.059998,42.799999,94.379997,22.959999,161.139999,54.349998
3/11/19,0.062464692,0.084816939,0,0.159906845,-0.001996528,0.1185829,2.901,1291.1,1482,816.8,38.509998,38.639999,54.150002,19.040001,0.88,78.059998,42.799999,94.379997,22.959999,161.139999,54.349998
3/12/19,0.144664427,0.019929857,0.095650749,0.081150319,-0.02,-0.055982143,2.9275,1296.3,1519.9,831,38.709999,38.900002,54.700001,19.059999,0.87,77.949997,42.889999,94.57,23.49,162.520004,54.84
3/13/19,0.347368421,0.174223471,0,0.16056243,0,0.05674336,2.9355,1309.3,1506.7,841.7,38.599998,39.209999,54.950001,19.610001,0.86,78.5,43.450001,95.18,23.379999,168.619995,55.389999
3/14/19,0.092575494,0.225,0.103909095,0.153409045,-0.055727273,0.097329978,2.8885,1293.4,1531.7,825.6,38.93,38.82,57.18,19.639999,0.84,77.720001,43.5,94.199997,22.82,165.559998,55.400002
3/15/19,0,0,0,0,0,0,2.906,1302.9,1518.5,831.8,40.389999,39.650002,60.23,19.940001,0.86,78.550003,43.759998,95.139999,23.290001,169.809998,56.599998
3/17/19,,,,,,,,,,,40,39.849998,60.490002,19.950001,0.89,78.32,43.830002,95.830002,23.25,168.949997,56.830002
3/18/19,,,,,,,,,,,40,39.849998,60.490002,19.950001,0.89,78.32,43.830002,95.830002,23.25,168.949997,56.830002
3/18/19,0.254481283,0.087879434,0.153724747,0.138542908,0.130184869,0.122396579,2.909,1301.5,1539.7,834,40,39.849998,60.490002,19.950001,0.89,78.32,43.830002,95.830002,23.25,168.949997,56.830002
3/19/19,-0.1,0.183054946,0.153724747,0.100881393,0.185861852,0.045559803,2.923,1306.5,1551.9,852.6,40.369999,39.759998,60.439999,20,0.87,78.290001,43.75,96.019997,26,175.710007,56.970001
3/20/19,0.190909091,0.135749287,0.063894042,0,0.172964559,0.089579652,2.9155,1300.5,1560.4,859.6,39.57,39.849998,59.630001,19.99,0.9,78.190002,43.32,94.940002,25.700001,174.399994,57.16
3/21/19,0.148716867,0,0.164977812,0.13140541,-0.002979798,0.075872049,2.906,1313.6,1557.9,866.2,41.330002,41.040001,60.709999,20.219999,0.87,79.93,44.080002,96.470001,27.889999,183.940002,57.77
3/22/19,0.215730159,0.033878703,0,0,0,0.09350942,2.8425,1318.7,1515.5,853.4,39.860001,40.43,59.549999,19.34,0.87,76.660004,42.119999,91.360001,26.370001,177.5,56.82
3/23/19,,,,,,,,,,,39.860001,40.43,59.549999,19.34,0.87,76.660004,42.119999,91.360001,26.370001,177.5,56.82
3/24/19,,,,,,,,,,,39.860001,40.43,59.549999,19.34,0.87,76.660004,42.119999,91.360001,26.370001,177.5,56.82
3/25/19,0.078793954,-0.006611376,0.067428217,0,0,0.091127737,2.8565,1329,1543.4,863.2,39.400002,39.919998,57.290001,18.969999,0.87,75.949997,41.450001,90.769997,25.969999,173.779999,56.639999
3/26/19,0.066742878,0.084020274,0,0.109717609,0,0.113787719,2.854,1321.4,1515.9,865.4,39.630001,40.400002,58.889999,19.129999,0.88,76.010002,42.119999,92.040001,25.690001,176.869995,58
3/27/19,-0.022562256,0.080233711,-0.022562256,-0.170227273,0.092063492,0.086784153,2.863,1316.9,1421.5,862.2,38.93,40.200001,57.540001,18.93,0.93,75.809998,42.59,90.68,24.889999,176.5,56.91
3/28/19,0.15,0.065154242,0,0.094238777,0.159952891,0.090909091,2.8725,1295.3,1309.7,843.8,38.509998,40.34,56.919998,19,0.9,76.510002,42.619999,92.919998,25.059999,177.25,56.549999
3/29/19,0.154099638,0.117525841,0.048565657,0.188080541,0.071674586,0.118090476,2.936,1298.5,1341.8,854.1,39.66,40.959999,58.689999,19.43,0.89,77.059998,43.369999,95.389999,25.52,179.559998,57.029999
4/1/19,0.133527596,0.038626237,-0.006470484,0.055363155,0.022455322,0.049183802,2.9245,1294.2,1391.8,855.3,41.130001,41.369999,60.43,20.049999,0.9,78.849998,44.32,98.919998,26.360001,182.279999,57.810001
4/2/19,0.073234471,0.003297344,0.216317588,0,0,0.066556437,2.9055,1295.4,1400.3,852.5,40.990002,41.27,61.27,19.719999,0.88,78.519997,44.139999,98.879997,26.75,183,58.09
4/3/19,0,0.020722553,0.044745484,0.074468344,0,0.10367642,2.9485,1295.3,1378.1,874.2,42.43,41.790001,61.59,19.75,0.86,79.860001,44.650002,101.029999,29.02,188.619995,57.68
4/4/19,0.146981902,0,0,0.111613813,0.085833333,0.062214928,2.91,1294.3,1332.3,904.5,42.619999,42.040001,60.34,19.76,0.88,81.279999,45.330002,102.440002,29.09,188.259995,57.860001
4/5/19,0,0.209909211,0.050423233,0.104777722,-0.045893142,0.078480392,2.8945,1295.6,1345.9,905.4,43.040001,42.23,62.200001,19.790001,0.89,82.400002,45.759998,103.699997,28.98,190.949997,57.990002
4/6/19,,,,,,,,,,,43.040001,42.23,62.200001,19.790001,0.89,82.400002,45.759998,103.699997,28.98,190.949997,57.990002
4/7/19,,,,,,,,,,,42.919998,42.389999,62.490002,19.940001,0.88,83.059998,46.240002,104.129997,28.530001,191.789993,57.759998
4/8/19,0.026491362,0.035842239,0.008339649,0,0.070045143,0.118725435,2.9295,1297.1,1356.3,907.6,42.919998,42.389999,62.490002,19.940001,0.88,83.059998,46.240002,104.129997,28.530001,191.789993,57.759998
4/9/19,-0.057503608,-0.038580247,0.0575991,0,0,0.043124944,2.934,1308.3,1362.6,899.3,42.009998,42.209999,61.73,19.59,0.88,81.919998,45.540001,102.639999,27.24,189.259995,57.439999
4/10/19,0.017609127,0.026528926,0.03,0,0.089078978,0.060642065,2.9255,1313.9,1363.2,908.9,42.169998,42.369999,63.290001,19.969999,0.95,83.059998,46.310001,104.300003,27.83,192.100006,56.330002
4/11/19,0.127571425,0.067551412,0.065456553,0.077744982,0,0.056451063,2.887,1293.3,1332.6,895.3,42.470001,42.099998,63.860001,19.940001,0.91,83.379997,46.740002,104.690002,27.790001,191.539993,55.900002
4/12/19,0.051365864,0,0.067695925,0,0.018262498,0,2.946,1295.2,1350.2,898.5,42.990002,42.580002,63.509998,20.209999,0.91,84.620003,46.860001,107.330002,27.85,190.009995,56.950001
4/13/19,,,,,,,,,,,42.990002,42.580002,63.509998,20.209999,0.91,84.620003,46.860001,107.330002,27.85,190.009995,56.950001
4/14/19,,,,,,,,,,,42.709999,42.610001,63.880001,20.200001,0.9,84.489998,46.959999,107.830002,27.33,184.699997,57.18
4/15/19,0,0,0,0,0,0,2.935,1291.3,1334.7,894.5,42.709999,42.610001,63.880001,20.200001,0.9,84.489998,46.959999,107.830002,27.33,184.699997,57.18
4/16/19,0.113864241,0.116328045,0.083670673,0.026619647,0.061974026,0,2.939,1277.2,1328.4,884.2,43.720001,43.009998,62.790001,20.57,0.91,84.879997,47.330002,107.360001,27.93,188.210007,70.449997
4/17/19,-0.00480167,0.159671217,-0.094001237,0.217716407,-0.1,0.069308889,2.9735,1276.8,1378.6,891.3,43.889999,44.389999,62.75,20.5,0.91,84.139999,46.5,107.449997,27.49,187.289993,79.080002
4/18/19,0.011322145,0.169839335,0.117982543,0,0,0.121578767,2.9265,1276,1398.5,903.7,43.950001,45.400002,62.849998,20.52,0.92,84.959999,46.630001,107.269997,27.68,186.300003,79.889999
4/19/19,,,,,,,,,,,43.950001,45.400002,62.849998,20.52,0.92,84.959999,46.630001,107.269997,27.68,186.300003,79.889999
4/20/19,,,,,,,,,,,43.790001,45.150002,63.25,19.879999,0.94,83.699997,46.049999,105.419998,28.18,188.470001,81.970001
4/21/19,,,,,,,,,,,43.790001,45.150002,63.25,19.879999,0.94,83.699997,46.049999,105.419998,28.18,188.470001,81.970001
4/22/19,0.013621893,0.033681596,0.092982543,0.198635488,0,0.032664377,2.908,1277.6,1369.8,902.2,43.790001,45.150002,63.25,19.879999,0.94,83.699997,46.049999,105.419998,28.18,188.470001,81.970001
4/23/19,0.160138109,0.054370837,0,0.165568182,0,0.08190245,2.9,1273.2,1375.6,893.8,43.830002,45.419998,65,20.09,0.91,86.050003,46.93,107.650002,27.969999,190.669998,86.720001
4/24/19,0,0.122577201,0,0.242888064,0.133892667,-0.028120963,2.916,1279.4,1405.1,888.6,44.459999,45.41,66.25,19.870001,0.92,86.099998,47.490002,107.639999,28.459999,191.169998,86.830002
4/25/19,0.043811306,0.026561519,0.050323706,0.116221163,0,0.007949942,2.8675,1279.7,1406.9,889.7,44.450001,44.48,67,19.6,0.9,83.760002,46.459999,105.139999,27.66,186.910004,85.07
