Date,,Volume,Open,High,Low
8/26/15,,194126,1139.9,1146,1116.9
8/27/15,,119691,1124.4,1131.7,1117
8/28/15,,141784,1124.4,1140.3,1123.1
8/31/15,,93050,1132.7,1136.3,1125
9/1/15,,124773,1133.8,1147.3,1133.8
9/2/15,,106996,1139,1141.9,1131.2
9/3/15,,102488,1133.2,1133.8,1121
9/4/15,,9777,1123,1124.1,1117
9/8/15,,135811,1118.1,1126,1114.7
9/9/15,,161609,1121,1124.7,1100.1
9/10/15,,117042,1105.7,1114.1,1102.5
9/11/15,,111507,1110.2,1111.9,1097.7
9/14/15,,71350,1107,1109.8,1102.6
9/15/15,,75109,1107.1,1108.5,1101.5
9/16/15,,123877,1104.4,1123.7,1103
9/17/15,,135687,1118.7,1136,1114.7
9/18/15,,142108,1130,1141.5,1126.9
9/21/15,,84042,1138.7,1139.4,1128.7
9/22/15,,109509,1132.6,1136.1,1120.5
9/23/15,,89262,1123.8,1134,1121.1
9/24/15,,200068,1130,1156.4,1129.5
9/25/15,,134782,1151,1151.1,1140.1
9/28/15,,137003,1145,1147.8,1127.3
9/29/15,,100406,1131.4,1134.3,1123.5
9/30/15,,148341,1127.2,1127.7,1110.8
10/1/15,,76984,1114.5,1118.5,1110.3
10/2/15,,178784,1112.5,1140.9,1103.8
10/5/15,,110483,1137,1141.6,1129.6
10/6/15,,116671,1134.7,1151,1134.5
10/7/15,,108785,1146.5,1153.6,1141.3
10/8/15,,116155,1145,1150.9,1135.9
10/9/15,,129925,1138.1,1159.3,1138
10/12/15,,106716,1155,1168.6,1154.3
10/13/15,,130049,1162.8,1168.6,1151.3
10/14/15,,182083,1168.2,1189.9,1162.5
10/15/15,,181083,1184,1191.7,1173.9
10/16/15,,102935,1182.5,1184.8,1174.3
10/19/15,,102967,1176.9,1178.2,1168.3
10/20/15,,116171,1170.6,1181.4,1167.2
10/21/15,,115889,1175.5,1179.3,1163.2
10/22/15,,113495,1166.8,1171.8,1161.4
10/23/15,,145357,1165.9,1179.4,1158.6
10/26/15,,79375,1163.8,1169.6,1162
10/27/15,,85314,1163,1168.8,1160.5
10/28/15,,177850,1166.7,1183.1,1152.1
10/29/15,,142805,1156.1,1162.5,1144.2
10/30/15,,110040,1146.6,1149.8,1138.4
11/2/15,,98561,1141.3,1142.7,1132.2
11/3/15,,144707,1132.9,1138,1113.6
11/4/15,,147311,1117.4,1122.3,1105.6
11/5/15,,130595,1103.6,1111.3,1102.2
11/6/15,,183535,1103.2,1109.7,1084.5
11/9/15,,133427,1089.1,1094.9,1087.4
11/10/15,,137955,1089,1094.8,1084
11/11/15,,158171,1088.5,1093.5,1083.2
11/12/15,,193512,1085.4,1089,1073
11/13/15,,126219,1083.5,1088,1078.2
11/16/15,,146506,1087.9,1097.4,1080.5
11/17/15,,171466,1082.4,1085.1,1064.4
11/18/15,,144564,1070.2,1074.6,1062
11/19/15,,169716,1079.5,1086.6,1068.3
11/20/15,,143217,1079.7,1087.2,1074.9
11/23/15,,67286,1072.7,1076.3,1065.4
11/24/15,,69317,1067.6,1080.5,1067.6
11/25/15,,9070,1070.6,1073.9,1068.7
11/27/15,,175421,1071,1073.9,1051.6
11/30/15,,105076,1056,1069.1,1052.2
12/1/15,,115302,1064.6,1074,1062.6
12/2/15,,117379,1067.9,1071,1049.4
12/3/15,,166626,1053.5,1064.5,1045.4
12/4/15,,199706,1062,1088.3,1057.2
12/7/15,,104016,1085.5,1086.1,1065
12/8/15,,120295,1069.7,1078.4,1066.8
12/9/15,,135909,1074.3,1085,1068.7
12/10/15,,95161,1071.7,1076,1068.8
12/11/15,,147088,1071.4,1079.1,1061.7
12/14/15,,114615,1073,1077.3,1058.1
12/15/15,,109842,1060.4,1067.9,1057.4
12/16/15,,135844,1060.3,1077.9,1060.2
12/17/15,,157113,1072.2,1072.7,1046.8
12/18/15,,115775,1051.5,1071,1050
12/21/15,,9268,1078,1079.5,1075.4
12/22/15,,74764,1070.8,1080.3,1071.2
12/23/15,,64030,1069.5,1074.9,1067.6
12/24/15,,47886,1069.6,1076.6,1069.5
12/28/15,,66151,1068.6,1076.5,1065.7
12/29/15,,5260,1068.2,1070.5,1067.7
12/30/15,,5260,1068.2,1070.5,1059.8
12/31/15,,53272,1060.6,1062.7,1056.5
1/4/16,,151233,1061.5,1083,1061
1/5/16,,99250,1073.5,1081.5,1071.9
1/6/16,,179581,1076.8,1094.9,1074.4
1/7/16,,203063,1093.7,1109.9,1091.1
1/8/16,,183436,1108.8,1113.1,1091.8
1/11/16,,185771,1103.6,1108.3,1093.1
1/12/16,,161091,1094,1099.1,1083.1
1/13/16,,146676,1086.8,1095.6,1079.4
1/14/16,,168364,1093.6,1095.4,1071.1
1/15/16,,8927,1089.3,1093.3,1089
1/19/16,,154064,1089,1094.5,1082.1
1/20/16,,183164,1087.3,1109.9,1087.1
1/21/16,,170505,1100.9,1104.8,1092.5
1/22/16,,133883,1101.6,1103.5,1094.4
1/25/16,,148860,1097.8,1109.2,1097.6
1/26/16,,89525,1109.4,1123.6,1107.7
1/27/16,,124865,1120.2,1128.7,1115.2
1/28/16,,146072,1115.7,1126.4,1110.2
1/29/16,,126023,1114.8,1118.9,1108.5
2/1/16,,109728,1118,1130.2,1115.3
2/2/16,,107444,1128.8,1131.5,1122.6
2/3/16,,181052,1129.4,1146.2,1124.8
2/4/16,,168259,1156.7,1157.9,1139.7
2/5/16,,206063,1155.7,1175,1145.5
2/8/16,,232700,1174,1201.4,1164.5
2/9/16,,180163,1189.4,1199.3,1185.9
2/10/16,,159103,1189.7,1198.1,1181.6
2/11/16,,345519,1197.5,1263.9,1196.3
2/12/16,,33215,1236.3,1236.3,1215
2/16/16,,319892,1209.4,1236.3,1191.5
2/17/16,,156859,1201.9,1214.4,1196.2
2/18/16,,173177,1209.5,1240.6,1201.3
2/19/16,,168415,1231.2,1235.3,1220.6
2/22/16,,155626,1208,1226.9,1202.5
2/23/16,,175821,1208.9,1229,1207.6
2/24/16,,260422,1226,1254.3,1222.4
2/25/16,,199289,1228.9,1244.4,1221.8
2/26/16,,210351,1232.5,1241.3,1212
2/29/16,,174484,1223.1,1241.8,1216.3
3/1/16,,211175,1238.9,1249.3,1227.7
3/2/16,,175010,1232.3,1244.8,1225.1
3/3/16,,216716,1240.8,1269.3,1238
3/4/16,,351429,1264.6,1280.7,1250.1
3/7/16,,208860,1260.5,1274.1,1257.4
3/8/16,,198376,1267.9,1279,1261
3/9/16,,217105,1262.2,1265.7,1243.6
3/10/16,,294934,1253.7,1274.3,1237.5
3/11/16,,225924,1272,1287.8,1249
3/14/16,,198015,1250.9,1261.9,1229.9
3/15/16,,169067,1237,1238.7,1226
3/16/16,,195631,1233.1,1264.8,1227
3/17/16,,196709,1262,1271.9,1255.2
3/18/16,,152348,1257.7,1267.7,1248.4
3/21/16,,165130,1255.2,1256.7,1241.2
3/22/16,,178128,1244.3,1260.9,1242.8
3/23/16,,248406,1248.5,1249.8,1215.4
3/24/16,,61613,1222.1,1225.6,1212.6
3/28/16,,85386,1217.8,1225.1,1207.7
3/29/16,,193572,1223.1,1245.2,1217
3/30/16,,172801,1243,1246.8,1224.9
3/31/16,,117150,1227,1242.3,1225.1
4/1/16,,188179,1234.1,1237.2,1210.3
4/4/16,,86900,1217.2,1224.1,1215.7
4/5/16,,148762,1217.1,1238.8,1216
4/6/16,,129032,1232.6,1233.8,1217.2
4/7/16,,179765,1224,1245,1224
4/8/16,,128333,1241.8,1244.6,1231
4/11/16,,151279,1241.8,1260.9,1241.6
4/12/16,,148296,1259.8,1264.7,1253
4/13/16,,150426,1257.2,1258.7,1241.4
4/14/16,,196567,1243.8,1245.9,1225.4
4/15/16,,115585,1228.5,1237.6,1226.8
4/18/16,,143540,1236.3,1243.3,1231.7
4/19/16,,200511,1233.9,1258.5,1229
4/20/16,,158271,1251.3,1259.8,1244
4/21/16,,261992,1244.5,1272.4,1244.4
4/22/16,,198388,1248.5,1254.2,1228.5
4/25/16,,114696,1234.5,1243.8,1231.3
4/26/16,,139982,1239.8,1246.5,1232.7
4/27/16,,167190,1245.7,1254.6,1240.7
4/28/16,,214356,1247.3,1271.7,1239.1
4/29/16,,249603,1268,1299,1267
5/2/16,,193092,1294.2,1306,1289.6
5/3/16,,209229,1293.4,1303.9,1284
5/4/16,,205506,1287.7,1291.8,1273.6
5/5/16,,168856,1281.2,1288.4,1270.6
5/6/16,,246521,1279.3,1297.7,1276.2
5/9/16,,213413,1288.8,1289.5,1262.8
5/10/16,,164024,1265.4,1272,1258.3
5/11/16,,215592,1267.3,1280.8,1266.3
5/12/16,,211757,1279.3,1282.5,1262.9
5/13/16,,167683,1264.8,1277.7,1264
5/16/16,,188509,1273.1,1290.4,1271.6
5/17/16,,196855,1274.9,1283.9,1270.1
5/18/16,,225480,1280.6,1283.5,1256
5/19/16,,246015,1259.1,1262.3,1244.6
5/20/16,,188383,1256.3,1261.2,1249.6
5/23/16,,206897,1251.7,1256.8,1243.5
5/24/16,,288926,1249.5,1252.8,1226.2
5/25/16,,105239,1230,1233.4,1220.6
5/26/16,,148362,1226.1,1237.2,1220.8
5/27/16,,29931,1215.1,1215.9,1202.2
5/31/16,,227362,1208.1,1220.6,1201.5
6/1/16,,151311,1217.9,1222.9,1208.2
6/2/16,,106248,1215.9,1220,1212
6/3/16,,230035,1212.8,1247.4,1209.1
6/6/16,,157245,1245.5,1251.3,1242.1
6/7/16,,114337,1248,1249,1236.9
6/8/16,,167215,1247,1267.2,1245.5
6/9/16,,145087,1264.6,1274.4,1259.4
6/10/16,,151163,1271.5,1280.9,1267.3
6/13/16,,195734,1278.3,1290.3,1275.2
6/14/16,,182512,1286.2,1293,1278.6
6/15/16,,190137,1288.1,1300,1281.3
6/16/16,,331368,1295,1318.9,1280.1
6/17/16,,203550,1282.4,1302.7,1278.8
6/20/16,,186003,1293,1296.8,1280.8
6/21/16,,196994,1271.1,1297.4,1267.1
6/22/16,,127154,1271.4,1273.5,1263.8
6/23/16,,145996,1268.1,1274.9,1256.9
6/24/16,,527205,1254.3,1362.6,1252.8
6/27/16,,240734,1322.3,1340,1320.8
6/28/16,,183169,1328.3,1329.5,1308.2
6/29/16,,164974,1313.9,1331,1313.3
6/30/16,,182812,1321,1326.5,1315.3
7/1/16,,63821,1345,1360.3,1338.5
7/5/16,,337002,1350.8,1360.3,1338.5
7/6/16,,226256,1358,1377.5,1356.3
7/7/16,,204514,1365.7,1372.9,1352
7/8/16,,287124,1361,1371.8,1336.3
7/11/16,,217375,1368.9,1376.5,1351.8
7/12/16,,246267,1356.3,1358.9,1331
7/13/16,,195091,1334,1346.3,1328.1
7/14/16,,251302,1344.5,1348,1320.4
7/15/16,,184243,1336.4,1339.5,1322.6
7/18/16,,159487,1333.4,1336,1323.5
7/19/16,,144123,1329.1,1335.5,1325.8
7/20/16,,212201,1332.2,1338.8,1312.5
7/21/16,,241351,1316.2,1334,1310.7
7/22/16,,211535,1331.4,1334,1319.4
7/25/16,,125105,1322.7,1323.4,1311.1
7/26/16,,88658,1315.5,1324.4,1313.6
7/27/16,,160965,1319.9,1342.3,1315.6
7/28/16,,179984,1339.5,1344.3,1330.1
7/29/16,,214928,1333.2,1353.3,1325.8
8/1/16,,108934,1357.2,1361.9,1353.2
8/2/16,,154681,1360.6,1374.2,1353.7
8/3/16,,131123,1370.5,1373.4,1360.6
8/4/16,,158935,1364.7,1371.4,1355.1
8/5/16,,207828,1367.2,1371,1340.4
8/8/16,,126244,1341.2,1343.9,1335.3
8/9/16,,117280,1341.2,1348.5,1336
8/10/16,,184037,1347,1363.6,1345.7
8/11/16,,149880,1353.2,1359.4,1341.4
8/12/16,,227943,1344.7,1362.5,1338.3
8/15/16,,117800,1343.6,1349.1,1340.9
8/16/16,,213729,1345.2,1364.3,1344.8
8/17/16,,164091,1351.3,1356.8,1340.5
8/18/16,,163104,1353.8,1361.5,1351.2
8/19/16,,177682,1357.1,1357.9,1342
8/22/16,,148566,1345,1345.7,1335.4
8/23/16,,125007,1343.6,1348.8,1338.9
8/24/16,,207827,1342.2,1344.1,1327
8/25/16,,143468,1327.4,1330.2,1321
8/26/16,,292305,1324.8,1346,1321.2
8/29/16,,136851,1323.8,1328.5,1317.2
8/30/16,,149313,1327,1328.9,1312
8/31/16,,163005,1314.7,1319.2,1306.9
9/1/16,,167111,1311.7,1318.6,1305.5
9/2/16,,12131,1318,1334,1307.4
9/6/16,,263409,1330.8,1357.2,1325.5
9/7/16,,142466,1353.5,1357.6,1346.9
9/8/16,,174246,1349.1,1353.9,1339.1
9/9/16,,151860,1341.6,1343.6,1331.2
9/12/16,,183691,1332,1333.8,1323.3
9/13/16,,173410,1331.7,1335.9,1318.8
9/14/16,,131424,1322.6,1329.8,1316.6
9/15/16,,200075,1325.8,1332.5,1312.1
9/16/16,,132642,1318.3,1321.5,1309.2
9/19/16,,111107,1313.2,1321.8,1312.6
9/20/16,,87659,1316.3,1321.1,1315.2
9/21/16,,253563,1318,1341.3,1310.9
9/22/16,,152427,1338.9,1347.8,1335.1
