Date,Open,High,Low,Close,Adj Close,Volume
2016-08-17,62.599998,62.740002,60.660000,61.150002,60.305305,14880300
2016-08-18,61.060001,62.200001,60.820000,62.099998,61.242176,8292100
2016-08-19,62.070000,62.730000,61.799999,62.259998,61.399963,7289000
2016-08-22,62.450001,62.610001,61.709999,62.520000,61.656376,6118700
2016-08-23,63.040001,63.320000,62.730000,62.910000,62.155319,8494100
2016-08-24,63.130001,63.160000,61.650002,61.939999,61.196953,7461200
2016-08-25,61.959999,61.990002,60.759998,61.529999,60.791874,10150800
2016-08-26,61.689999,62.380001,61.200001,62.029999,61.285870,7500600
2016-08-29,62.279999,62.529999,61.889999,61.990002,61.246365,6866300
2016-08-30,61.910000,62.240002,61.459999,61.630001,60.890675,7138600
2016-08-31,61.750000,61.919998,61.160000,61.340000,60.604149,9713600
2016-09-01,61.389999,63.380001,61.340000,63.150002,62.392437,10712300
2016-09-02,63.279999,63.349998,61.820000,62.529999,61.779873,8078700
2016-09-06,62.750000,63.119999,62.430000,63.119999,62.362797,7670300
2016-09-07,62.919998,63.230000,61.830002,62.189999,61.443947,9949700
2016-09-08,62.130001,62.740002,61.419998,62.639999,61.888550,7895200
2016-09-09,61.950001,62.299999,59.000000,59.520000,58.805988,17444000
2016-09-12,58.730000,60.869999,57.320000,60.750000,60.021229,14956500
2016-09-13,60.599998,61.299999,59.529999,59.869999,59.151787,11794200
2016-09-14,60.009998,60.599998,59.509998,60.400002,59.675426,7976200
2016-09-15,60.500000,62.759998,60.360001,62.689999,61.937962,12880300
2016-09-16,62.910000,63.250000,62.119999,62.840000,62.086163,22561100
2016-09-19,63.500000,65.260002,63.209999,63.669998,62.906197,10428200
2016-09-20,64.400002,64.400002,62.740002,63.090000,62.333157,8277800
2016-09-21,63.279999,64.980003,63.270000,64.860001,64.081917,8405300
2016-09-22,65.239998,65.440002,64.650002,65.019997,64.240005,7718300
2016-09-23,65.099998,65.290001,64.660004,64.949997,64.170853,6903300
2016-09-26,64.209999,64.599998,63.529999,64.339996,63.568161,5751000
2016-09-27,64.089996,66.639999,64.059998,66.540001,65.741768,10068800
2016-09-28,66.639999,66.830002,65.930000,66.779999,65.978897,7994700
2016-09-29,66.669998,67.610001,66.050003,67.400002,66.591461,8417100
2016-09-30,67.769997,69.190002,67.370003,68.519997,67.698013,10748300
2016-10-03,68.519997,69.510002,68.330002,68.449997,67.628853,6064900
2016-10-04,68.550003,69.699997,67.790001,68.300003,67.480682,7040600
2016-10-05,68.879997,69.580002,68.019997,68.230003,67.411499,7636000
2016-10-06,67.410004,67.830002,66.260002,67.339996,66.532173,9005300
2016-10-07,67.790001,67.970001,66.660004,66.849998,66.048050,7156500
2016-10-10,67.199997,67.559998,66.470001,67.099998,66.295052,7196900
2016-10-11,66.879997,66.980003,65.620003,66.129997,65.336678,9713500
2016-10-12,65.860001,66.779999,65.309998,66.430000,65.633095,10498000
2016-10-13,65.650002,65.800003,63.700001,65.349998,64.566040,9752900
2016-10-14,66.150002,66.599998,65.599998,65.989998,65.198357,8265900
2016-10-17,65.980003,66.599998,65.519997,65.610001,64.822929,4883200
2016-10-18,66.519997,66.989998,66.250000,66.610001,65.810951,6734300
2016-10-19,66.160004,66.779999,65.820000,66.470001,65.672607,4976500
2016-10-20,67.250000,67.949997,66.300003,67.730003,66.917488,7802100
2016-10-21,67.489998,67.660004,66.900002,67.540001,66.729774,6987700
2016-10-24,68.000000,70.790001,67.989998,70.709999,69.861740,8495900
2016-10-25,70.589996,72.300003,70.250000,71.870003,71.007858,9936500
2016-10-26,71.269997,72.949997,71.199997,72.160004,71.294373,8344800
2016-10-27,72.709999,72.849998,70.389999,70.680000,69.832108,9716600
2016-10-28,71.019997,72.099998,70.430000,70.559998,69.713547,7271400
2016-10-31,70.790001,71.629997,70.750000,71.160004,70.306351,6309700
2016-11-01,71.419998,71.809998,68.290001,69.050003,68.221657,11830600
2016-11-02,69.580002,70.519997,68.639999,68.760002,67.935158,7396200
