Date,CLOSE
2009-12-01,385.0
2009-12-02,390.0
2009-12-03,389.0
2009-12-04,380.5
2009-12-07,369.5
2009-12-08,374.5
2009-12-09,368.5
2009-12-10,363.0
2009-12-11,362.5
2009-12-14,367.0
2009-12-15,364.05
2009-12-16,374.0
2009-12-17,368.1
2009-12-18,366.0
2009-12-21,365.0
2009-12-22,356.0
2009-12-23,359.5
2009-12-24,382.0
2009-12-29,388.5
2009-12-30,395.5
2009-12-31,407.0
2010-01-04,419.5
2010-01-05,421.5
2010-01-06,428.5
2010-01-07,426.5
2010-01-08,424.5
2010-01-11,430.5
2010-01-12,435.0
2010-01-13,419.0
2010-01-14,440.5
2010-01-15,450.5
2010-01-18,458.5
2010-01-19,459.5
2010-01-20,450.5
2010-01-21,456.0
2010-01-22,437.0
2010-01-25,437.5
2010-01-26,427.0
2010-01-27,421.0
2010-01-28,420.5
2010-01-29,417.0
2010-02-01,424.5
2010-02-02,438.5
2010-02-03,443.5
2010-02-04,417.0
2010-02-05,395.5
2010-02-08,406.5
2010-02-09,414.0
2010-02-10,409.0
2010-02-11,416.0
2010-02-12,415.0
2010-02-15,419.0
2010-02-16,431.5
2010-02-17,436.5
2010-02-18,438.5
2010-02-19,437.5
2010-02-22,435.0
2010-02-23,435.0
2010-02-24,428.5
2010-02-25,425.0
2010-02-26,432.0
2010-03-01,437.0
2010-03-02,443.5
2010-03-03,449.0
2010-03-04,457.0
2010-03-05,473.5
2010-03-08,474.5
2010-03-09,464.5
2010-03-10,472.0
2010-03-11,455.5
2010-03-12,466.0
2010-03-15,459.0
2010-03-16,473.0
2010-03-17,475.0
2010-03-18,478.5
2010-03-19,468.5
2010-03-22,461.0
2010-03-23,466.0
2010-03-24,451.0
2010-03-25,451.5
2010-03-26,457.5
2010-03-29,476.5
2010-03-30,473.0
2010-03-31,477.0
2010-04-01,492.0
2010-04-06,509.0
2010-04-07,506.0
2010-04-08,502.5
2010-04-09,510.5
2010-04-12,524.5
2010-04-13,516.0
2010-04-14,549.5
2010-04-15,549.0
2010-04-16,533.0
2010-04-19,530.0
2010-04-20,550.5
2010-04-21,564.5
2010-04-22,560.0
2010-04-23,564.5
2010-04-26,569.5
2010-04-27,562.5
2010-04-28,542.0
2010-04-29,549.0
2010-04-30,551.0
2010-05-04,515.5
2010-05-05,505.5
2010-05-06,510.0
2010-05-07,505.5
2010-05-10,520.5
2010-05-11,527.0
2010-05-12,542.5
2010-05-13,547.0
2010-05-14,522.5
2010-05-17,514.33
2010-05-18,509.5
2010-05-19,464.25
2010-05-20,423.5
2010-05-21,434.4
2010-05-24,453.0
2010-05-25,436.75
2010-05-26,448.0
2010-05-27,461.5
2010-05-28,466.5
2010-06-01,461.75
2010-06-02,452.6
2010-06-03,454.48
2010-06-04,430.5
2010-06-07,425.0
2010-06-08,441.45
2010-06-09,453.0
2010-06-10,452.68
2010-06-11,449.6
2010-06-14,457.35
2010-06-15,463.23
2010-06-16,473.28
2010-06-17,476.0
2010-06-18,489.45
2010-06-21,498.55
2010-06-22,487.73
2010-06-23,475.5
2010-06-24,469.0
2010-06-25,468.93
2010-06-28,475.5
2010-06-29,457.0
2010-06-30,442.0
2010-07-01,426.5
2010-07-02,430.5
2010-07-05,431.25
2010-07-06,436.0
2010-07-07,441.5
2010-07-08,440.14
2010-07-09,457.5
2010-07-12,451.48
2010-07-13,464.13
2010-07-14,467.5
2010-07-15,469.0
2010-07-16,453.5
2010-07-19,444.0
2010-07-20,447.93
2010-07-21,452.5
2010-07-22,457.5
2010-07-23,464.48
2010-07-26,472.0
2010-07-27,470.1
2010-07-28,469.5
2010-07-29,487.0
2010-07-30,493.0
2010-08-02,509.5
2010-08-03,509.5
2010-08-04,500.1
2010-08-05,492.7
2010-08-06,491.95
2010-08-09,483.7
2010-08-10,475.03
2010-08-11,469.23
2010-08-12,472.73
2010-08-13,474.83
2010-08-16,483.8
2010-08-17,497.5
2010-08-18,487.68
2010-08-19,488.4
2010-08-20,475.33
2010-08-23,477.25
2010-08-24,486.0
2010-08-25,488.75
2010-08-26,505.5
2010-08-27,503.25
2010-08-31,500.25
2010-09-01,516.0
2010-09-02,522.0
2010-09-03,529.25
2010-09-06,529.0
2010-09-07,526.75
2010-09-08,527.25
2010-09-09,524.25
2010-09-10,520.48
2010-09-13,528.0
2010-09-14,551.75
2010-09-15,561.0
2010-09-16,555.5
2010-09-17,547.5
2010-09-20,543.5
2010-09-21,531.0
2010-09-22,546.33
2010-09-23,542.0
2010-09-24,560.0
2010-09-27,556.0
2010-09-28,558.75
2010-09-29,566.5
2010-09-30,565.5
2010-10-01,575.5
2010-10-04,565.75
2010-10-05,577.25
2010-10-06,589.75
2010-10-07,590.25
2010-10-08,591.5
2010-10-11,584.5
2010-10-12,586.0
2010-10-13,595.0
2010-10-14,602.5
2010-10-15,594.5
2010-10-18,587.5
2010-10-19,576.75
2010-10-20,582.49
2010-10-21,596.5
2010-10-22,590.75
2010-10-25,607.5
2010-10-26,613.5
2010-10-27,622.25
2010-10-28,626.75
2010-10-29,639.0
2010-11-01,647.74
2010-11-02,649.5
2010-11-03,640.74
2010-11-04,668.74
2010-11-05,686.24
2010-11-08,698.0
2010-11-09,729.74
2010-11-10,707.49
2010-11-11,704.49
2010-11-12,689.74
2010-11-15,684.74
2010-11-16,649.74
2010-11-17,654.24
2010-11-18,689.24
2010-11-19,701.24
2010-11-22,695.5
2010-11-23,679.24
2010-11-24,696.99
2010-11-25,696.5
2010-11-26,682.74
2010-11-29,688.49
2010-11-30,698.74
2010-12-01,729.24
2010-12-02,758.0
2010-12-03,773.49
2010-12-06,762.99
2010-12-07,747.99
2010-12-08,726.49
2010-12-09,741.5
2010-12-10,734.24
2010-12-13,758.24
2010-12-14,756.99
2010-12-15,759.24
2010-12-16,738.49
2010-12-17,731.74
2010-12-20,742.74
2010-12-21,750.24
2010-12-22,758.99
2010-12-23,750.74
2010-12-24,753.0
2010-12-29,792.99
2010-12-30,794.74
2010-12-31,798.74
2011-01-04,773.49
2011-01-05,763.74
2011-01-06,761.49
2011-01-07,761.74
2011-01-10,752.5
2011-01-11,776.5
2011-01-12,801.99
2011-01-13,814.99
2011-01-14,793.74
2011-01-17,794.49
2011-01-18,805.99
2011-01-19,822.74
2011-01-20,801.99
2011-01-21,817.45
2011-01-24,821.74
2011-01-25,780.24
2011-01-26,794.49
2011-01-27,809.24
2011-01-28,813.49
2011-01-31,812.74
2011-02-01,821.0
2011-02-02,818.49
2011-02-03,811.74
2011-02-04,819.24
2011-02-07,820.24
2011-02-08,831.5
2011-02-09,831.99
2011-02-10,826.24
2011-02-11,820.5
2011-02-14,833.24
2011-02-15,840.33
2011-02-16,839.99
2011-02-17,839.24
2011-02-18,852.72
2011-02-21,859.4
2011-02-22,834.6
2011-02-23,805.74
2011-02-24,767.48
2011-02-25,787.13
2011-02-28,798.49
2011-03-01,812.99
2011-03-02,823.99
2011-03-03,820.49
2011-03-04,815.02
2011-03-07,788.49
2011-03-08,788.8
2011-03-09,786.0
2011-03-10,767.59
2011-03-11,756.0
2011-03-14,747.99
2011-03-15,705.24
2011-03-16,708.99
2011-03-17,717.5
2011-03-18,730.06
2011-03-21,746.74
2011-03-22,738.74
2011-03-23,743.5
2011-03-24,758.24
2011-03-25,755.5
2011-03-28,747.24
2011-03-29,749.5
2011-03-30,748.49
2011-03-31,764.5
2011-04-01,772.24
2011-04-04,784.49
2011-04-05,787.49
2011-04-06,789.24
2011-04-07,780.49
2011-04-08,793.5
2011-04-11,797.51
2011-04-12,770.0
2011-04-13,770.5
2011-04-14,763.0
2011-04-15,771.5
2011-04-18,738.96
2011-04-19,731.49
2011-04-20,757.74
2011-04-21,766.5
2011-04-26,756.74
2011-04-27,755.0
2011-04-28,778.5
2011-05-03,782.99
2011-05-04,752.49
2011-05-05,702.49
2011-05-06,728.75
2011-05-09,727.99
2011-05-10,740.0
2011-05-11,725.99
2011-05-12,712.24
2011-05-13,720.49
2011-05-16,719.26
2011-05-17,707.85
2011-05-18,732.49
2011-05-19,728.74
2011-05-20,737.25
2011-05-23,726.24
2011-05-24,742.0
2011-05-25,748.97
2011-05-26,747.49
2011-05-27,758.74
2011-05-31,782.99
2011-06-01,784.74
2011-06-02,770.24
2011-06-03,780.99
2011-06-06,794.74
2011-06-07,804.53
2011-06-08,802.5
2011-06-09,816.7
2011-06-10,814.49
2011-06-13,803.25
2011-06-14,799.74
2011-06-15,789.74
2011-06-16,758.24
2011-06-17,751.99
2011-06-20,743.25
2011-06-21,764.53
2011-06-22,773.49
2011-06-23,748.49
