Date,Close,Volume,Open,High,Low
3/25/2015,765.4,2635,764.8,769.75,761.7
3/26/2015,773.35,3679,762.5,779.3,762.15
3/27/2015,741,8790,745.15,771.4,737.65
3/30/2015,729,6081,738.5,747,723
3/31/2015,735.3,4850,735.35,739.35,723.45
4/1/2015,748.85,4401,733.8,749.95,732.8
4/2/2015,746.3,2869,748.55,754.95,740.6
4/6/2015,768.8,3718,773.65,778,746.75
4/7/2015,769,3873,768,777.45,764.65
4/8/2015,755.7,4041,769.45,773,751.6
4/9/2015,762.4,2606,754.85,764.45,752.1
4/10/2015,776.05,3226,760.9,779,760.45
4/13/2015,771.4,4517,786.7,788,765.15
4/14/2015,762.5,3310,769.4,770.75,755
4/15/2015,767.1,2028,764.4,775,758.55
4/16/2015,779.75,3304,771.4,783.5,768
4/17/2015,782.95,2605,780,785.95,777.1
4/20/2015,772.4,3226,784.25,784.85,764.45
4/21/2015,774.55,2772,771.2,779,768.05
4/22/2015,755.9,4305,769,773.75,755
4/23/2015,769.9,3213,756.45,776.75,755
4/24/2015,770.25,2179,768.35,777.7,768.25
4/27/2015,782.45,4132,772.55,785.45,767
4/28/2015,781.15,2417,778,782.45,770.85
4/29/2015,784.75,2302,776.2,785,772.25
4/30/2015,776.5,3338,777.5,784.45,769
5/1/2015,773.75,1881,776.5,781,770.5
5/4/2015,782.65,2197,775,784,772.1
5/5/2015,794.95,5607,780.2,798,777.75
5/6/2015,792.65,2465,794.35,796.8,788
5/7/2015,785.75,3612,792,794.05,778.6
5/8/2015,802.35,4861,783.35,803,778.8
5/11/2015,780.45,6098,797.2,802.35,771
5/12/2015,785.15,3753,780.75,789.95,780.75
5/13/2015,789.4,3915,785.85,793.45,782.4
5/14/2015,779.5,4099,791.95,790.1,775.5
5/15/2015,794.95,3661,779.75,795.7,779.75
5/18/2015,793,2471,793.35,798.55,783.7
5/19/2015,775.15,3974,786.35,788.2,774.7
5/20/2015,776.85,4284,774.8,786.9,772.95
5/21/2015,776.1,5168,777.85,781.2,773.8
5/22/2015,784,6028,776.1,784.9,769
5/26/2015,781.2,7889,788.8,790.1,777.9
5/27/2015,785.6,6367,780.35,788.25,779.55
5/28/2015,785.6,5007,784.9,789.8,781.35
5/29/2015,777.1,3758,783.85,787.5,776.2
6/1/2015,772.75,4067,777.6,779.9,772.1
6/2/2015,768.55,3451,774.4,776.85,765
6/3/2015,758,4770,769.1,769.95,752.25
6/4/2015,755.3,3062,755,761,753.2
6/5/2015,750.95,3213,755,757.85,747
6/8/2015,743.75,2794,749.1,754.5,742
6/9/2015,739.9,3535,744.85,752.5,739.5
6/10/2015,743.5,3512,740.75,748.6,738.75
6/11/2015,742.85,2569,743.85,747.25,737.6
6/12/2015,738.15,2821,745.7,746.75,736
6/15/2015,734.15,3268,733.3,740,732.5
6/16/2015,732.8,2271,734,741,731.9
6/17/2015,720.35,4798,719,733.5,717.8
6/18/2015,718.65,4574,722.7,727,716.55
6/19/2015,707.4,3861,721.25,721.25,705.35
6/22/2015,695.45,5911,708.4,708.75,690.5
6/23/2015,695.75,4037,697,704,692.5
6/24/2015,695.7,3205,696.35,703.9,693.5
6/25/2015,679.35,6238,695.75,698.95,670
6/26/2015,678.6,4168,677.5,681,668.5
6/29/2015,666.45,3721,676.95,681.95,665.2
6/30/2015,672.65,3486,665.8,675.15,664.05
7/1/2015,701.2,6476,686.85,702.25,673.35
7/2/2015,694.15,5,692.8,693.2,692.8
7/6/2015,676.15,3924,688.1,688.5,665.05
7/7/2015,652.4,7508,680.5,683.75,640.9
7/8/2015,653.5,6228,650,655.5,629.25
7/9/2015,638,4847,652.75,664.35,635.9
7/10/2015,650.35,3818,640.25,655,636
7/13/2015,658.95,5220,647.05,667.6,641
7/14/2015,657.1,3734,659,665.25,651.2
7/15/2015,642.9,4441,653.4,659.85,637
7/16/2015,631.95,3637,642,647.8,625.15
7/17/2015,619,3395,630.25,630.3,613.7
7/20/2015,612.05,4838,618.5,618.5,595
7/21/2015,629.45,4646,606,630.4,599.35
7/22/2015,626.75,3851,626.1,629.9,612.35
7/23/2015,617.85,3679,634.9,641.5,613.55
7/24/2015,622.6,2987,617.75,627.9,610
7/27/2015,613.1,3602,620.8,631.55,611.25
7/28/2015,621.6,2095,613,623.15,611.75
7/29/2015,615.6,2629,619.25,627,612.95
7/30/2015,620.55,2519,621.15,624.35,616
7/31/2015,610.85,3513,619.85,620.9,606.6
8/3/2015,603.2,5850,610,626.55,592.5
8/4/2015,598.6,5391,596,604,586.55
8/5/2015,593,2659,597.45,599.45,590
8/6/2015,599.8,2844,599.8,602.5,591.95
8/7/2015,596.9,3218,596.6,607,596.3
8/10/2015,606.2,4496,596.95,615.5,593
8/11/2015,599.25,5688,609.25,621,597.25
8/12/2015,623.1,6242,598.2,626.8,595.1
8/13/2015,615.7,4564,626.5,626.5,613.1
8/14/2015,617.5,3554,613.55,623.8,611.3
8/17/2015,613.8,3166,616.15,619.7,608.85
8/18/2015,597,4645,612.45,614.4,589.2
8/19/2015,609.75,5223,596,613.5,589.75
8/20/2015,623.25,6547,611.25,624.3,609.35
8/21/2015,604.45,6728,624.25,625.15,599
8/24/2015,575.05,11925,601.8,603.9,563.1
8/25/2015,540.1,13414,575,575.5,528.2
8/26/2015,529,5605,538.15,547,519.2
8/27/2015,567.9,8977,533,568.85,531.95
8/28/2015,590.15,8508,582.45,591.95,559.05
8/31/2015,602.25,4358,590.15,605,579.05
9/1/2015,579.2,4106,566.65,599.5,569
9/2/2015,583.35,3962,572.35,587.65,568
9/3/2015,581.55,3075,584.4,592.15,572.5
9/4/2015,577.15,174,576.8,581.7,572.1
9/8/2015,586.55,3955,578.9,598.5,572.1
9/9/2015,577.95,2895,589.9,595,575.4
9/10/2015,592.5, N/A,592.5,592.5,592.5
9/11/2015,591,3807,590.75,597,576.6
9/14/2015,587.8,2576,593.05,598.8,582.8
9/15/2015,600.45,3461,587.45,603.85,578.65
9/16/2015,611.95,2913,601.8,613,594
9/17/2015,599.2,3539,609.4,618.3,594.4
9/18/2015,610.85,2605,610.6,612.35,602
9/21/2015,616.1,2694,607.55,618.9,601
9/22/2015,610.95,4659,614.1,616,593.6
9/23/2015,645.7,8302,608.45,651,607
9/24/2015,656.45,7317,647.85,663,637.4
9/25/2015,667.6,4775,652.5,678,651
9/28/2015,651.85,4257,665.95,670.15,644
9/29/2015,657.7,3315,638.9,659.65,638.2
9/30/2015,650.95,4240,658.6,669.3,647.65
10/1/2015,679.4,6312,653.7,682.55,650.55
10/2/2015,697.6,5587,677,700.6,674.75
10/5/2015,689.2,4920,699.75,713.25,684.7
10/6/2015,707.7,5069,695.85,714.8,685.85
10/7/2015,699.5,3412,708.95,714,691
10/8/2015,703.15,3558,700,709,686.7
10/9/2015,708.15,4684,704.7,724.95,701.6
10/12/2015,694.65,3996,708.15,717.7,692
10/13/2015,685.35,4362,695.7,699,681.1
10/14/2015,700.85,3580,684.05,704.5,682.25
10/15/2015,705,2382,702.5,708,695.4
10/16/2015,699.4,2607,703.75,705,693.3
10/19/2015,688.1,3457,702.05,702.05,677
10/20/2015,694.85,2454,685.5,700,681.25
10/21/2015,677.15,4265,695.15,697,672.6
10/22/2015,685.6,2723,679,687.5,667.65
10/23/2015,693.85,4147,685.15,703.8,685.15
10/26/2015,683.9,3327,693.8,694.5,678.05
10/27/2015,678.75,2778,683.9,685.5,675
10/28/2015,686.1,3444,679.3,692.5,670.75
10/29/2015,670.8,2653,677.6,683,667.8
10/30/2015,677.25,2616,671.1,689.95,670.3
11/2/2015,650.35,6170,676.25,676.25,645.95
11/3/2015,644,3651,646.3,655.1,639.8
11/4/2015,623.4,4515,646.95,651.65,621
11/5/2015,606.3,4353,625.2,631.45,602.8
11/6/2015,612.95,5518,605.55,626.55,597.65
11/9/2015,596.95,4237,617.7,621.2,595
11/10/2015,597.8,4332,600.25,615.9,595.6
11/11/2015,577,5345,595,603,574.7
11/12/2015,558.7,4944,575.85,583.35,557.65
11/13/2015,539.25,7952,561.5,565.2,533.4
11/16/2015,551.55,4550,540,553.4,539.5
11/17/2015,546.5,5811,552,559.65,536.85
11/18/2015,532.05,4555,543.15,551.35,527.5
11/19/2015,541,5112,536.7,549.85,526.6
11/20/2015,558.9,6888,542.85,564,541.15
11/23/2015,541.35,8704,563.55,564,537.6
11/24/2015,541.5,7747,543.85,545,533.3
11/25/2015,552,492,554.5,562.25,554.5
11/27/2015,550.65,5474,554.5,570,547.05
11/30/2015,543.2,2879,550.65,551.6,540
12/1/2015,539.2,3288,543,555,538.05
12/2/2015,525.8,3251,542.4,543.85,522.55
12/3/2015,536.8,3319,526,539,524.25
12/4/2015,566.85,5923,538.35,574.5,535.8
12/7/2015,555.45,3730,569.05,569.05,546.05
12/8/2015,547.9,3854,552.25,561.25,547
12/9/2015,552.35,2666,549.5,556.25,544.25
12/10/2015,542.25,3045,552.6,557.5,540.1
12/11/2015,544.8,2749,542.3,549,540.1
12/14/2015,548.7,2647,544.1,551.4,542.3
12/15/2015,566.95,3572,545.25,568.8,545.25
12/16/2015,571.95,2948,567,573.75,561.6
12/17/2015,557.45,3423,572,572,551.25
12/18/2015,558.95,2552,555.5,563.05,545
12/21/2015,553.4,2679,561.3,562,550.3
12/22/2015,554.65,1354,550.7,559.1,550
12/23/2015,553.2,1746,557.85,561,549.45
12/24/2015,559.25,1069,554.3,560.35,553.4
12/28/2015,551.95,1963,559.9,564.9,551
12/29/2015,556.35,63,557.75,559.1,557.35
12/30/2015,556.35,2,557.75,557.75,557.75
12/31/2015,562,2018,543.55,563.25,543.55
1/4/2016,544.2,4784,562.8,563.3,538.3
1/5/2016,535.75, N/A,535.75,535.75,535.75
1/6/2016,505.05,6995,517.5,538.55,503.1
1/7/2016,493,7381,508.45,511.3,484.1
1/8/2016,493.6,3475,494,505.5,488.6
1/11/2016,474.3,4017,495.3,496.55,473.05
1/12/2016,469.8,5422,480,481.65,451.5
1/13/2016,486.65,6323,468.2,499.95,467.25
1/14/2016,491.25,4201,484.8,495,479
1/15/2016,487.05,220,495,496.4,488.75
1/19/2016,496.9,5082,493.65,505.95,488.35
1/20/2016,489,4041,494.55,496.25,483.35
1/21/2016,499,3454,494.15,501.3,492.1
1/22/2016,499.85,3589,500.2,509.1,496.5
1/25/2016,491.15,3489,500.2,502.35,489.1
1/26/2016,492.75,3280,490,501.85,487.95
1/27/2016,502.25,2633,495.55,504,492.4
1/28/2016,492,3288,500,505.6,490.35
1/29/2016,498.5,3764,493,503,492.5
2/1/2016,502.35,3975,498.6,506.65,495.2
2/2/2016,491.3,3557,505,505.3,490.4
2/3/2016,515.55,5622,493.35,516.35,489.6
2/4/2016,515.6,4235,510.25,517.85,506
2/5/2016,498.7,5124,515.65,519,498
2/8/2016,518.1,6439,503.45,519.2,494.1
2/9/2016,516.85,4379,517,519.2,511
2/10/2016,524.7,6556,515.75,525.25,507.6
2/11/2016,524.45,4977,522.5,531.4,520.25
2/12/2016,527,429,524.75,524.75,516
2/16/2016,509.6,5706,513.9,524.75,506.2
2/17/2016,515.9,3537,510.55,516.5,508.3
2/18/2016,504.85,4059,514.65,518.2,496.35
2/19/2016,499.05,4734,504.4,505.4,497.1
2/22/2016,498.65,5489,500,503.15,496.2
2/23/2016,500.05,7918,497.75,502.45,494.25
2/24/2016,487.55,7447,501.95,502,485.25
2/25/2016,483.55,7153,487,494.6,480.45
2/26/2016,482.45,5155,484.6,494.35,481
2/29/2016,495.65,3657,486.65,499.2,483.1
3/1/2016,517.35,6577,494.7,523.25,491.25
3/2/2016,515.3,3224,516.45,522.25,509.55
3/3/2016,542.2,7875,517,544.2,512.7
3/4/2016,563,6293,541.25,563.85,535
3/7/2016,577.6,5384,555.8,579.45,552.5
3/8/2016,566.85,4739,578,581.65,558.4
3/9/2016,566.15,4111,560.25,571.4,549.7
3/10/2016,573.95,3149,567,575.95,559.15
3/11/2016,579.95,3341,572,585.9,569.5
3/14/2016,572.8,3538,578.25,578.25,565
3/15/2016,570.7,3497,572.2,572.5,559.15
3/16/2016,597.8,3687,568.9,585,564.05
3/17/2016,597.8,4210,581.95,599,579
3/18/2016,590.05,2516,595.1,597.4,584.95
3/21/2016,602.95,3181,590.9,604.45,585.15
3/22/2016,605.6,2727,602.8,608.15,598.8
3/23/2016,583.1,3879,607,608,580.1
3/24/2016,572.65,4104,583,586,570.2
3/28/2016,567,2483,573,584.55,566
3/29/2016,573.2,3435,567.95,579.3,555.4
3/30/2016,566.35,2499,577.55,579.3,563.25
3/31/2016,564,2861,565.25,575.9,562
4/1/2016,560.9,3516,564.25,575.05,557
4/4/2016,552.4,3171,561.35,565.75,550
4/5/2016,543.65,3920,552.4,562.5,541
4/6/2016,537.95,4365,547,556.95,537
4/7/2016,533.8,3656,543.7,544.8,533
4/8/2016,538.65,3396,536.7,544,534.6
4/11/2016,545.5,4042,544.5,553.6,540.55
4/12/2016,544.15,3296,547.2,555.6,541.25
4/13/2016,542.5,3639,546.05,551.4,537.65
4/14/2016,560.9,5191,545.15,568,535.1
4/15/2016,568.25,3024,563.75,571.15,559.55
4/18/2016,568,2524,569.65,570,561.5
4/19/2016,582.15,3940,567.45,586.4,563.95
4/20/2016,597.05,4738,584.1,599.4,580.7
4/21/2016,610.05,6561,596.45,617.85,591.9
4/22/2016,606.2,5830,605.35,619.05,602.1
4/25/2016,605.6,3198,606,609.05,595
4/26/2016,604.5,3895,605.45,610.55,593
4/27/2016,609.65,3621,604.8,616,599.5
4/28/2016,624.35,4116,611.35,627.6,608.1
4/29/2016,627.65,4638,624.75,636.1,622.65
5/2/2016,624.75,3271,626.2,631.75,617.15
5/3/2016,608.85,4881,622.75,626,600.4
5/4/2016,596.45,4592,607.75,609.1,593.6
5/5/2016,600.7,3165,598.5,609.95,597
5/6/2016,607.2,4177,601.95,609,597.9
5/9/2016,584.1,6573,606.7,607.2,576
5/10/2016,592.2,4268,582.4,597.8,578.65
5/11/2016,608.05,4288,597.65,612.5,594.3
5/12/2016,596.65,3769,610.35,613,593.8
5/13/2016,592.4,2523,594.2,601.55,588.4
5/16/2016,591,3431,593,598.05,588.05
5/17/2016,584.6,4379,592,596,581.8
5/18/2016,579.6,4281,583.25,586.55,572.85
5/19/2016,558.45,6421,573.05,577.75,556.65
5/20/2016,558.9,4687,557.35,567.3,556.45
5/23/2016,551.35,5990,562.6,563.3,547
5/24/2016,538.8,5787,551.6,551.75,531.95
5/25/2016,530.85,5936,533.15,539.7,523.5
5/26/2016,543.65,6070,531.6,547,531.6
5/27/2016,539,157,536.45,538.3,532.1
5/31/2016,547.35,3972,542.05,549.8,532.1
6/1/2016,546.75,3535,548,551,542.45
6/2/2016,534.45,3294,547,549.65,532.65
6/3/2016,549.35,4780,535.05,567,533.1
6/6/2016,557,2700,552.15,559.8,550.3
6/7/2016,552.15,3022,557.05,560.6,544.75
6/8/2016,561.2,4714,556.35,571,555.75
6/9/2016,560.6,3662,561.25,567.25,552.7
6/10/2016,545.95,4724,561.95,561.95,541
6/13/2016,545.85,3329,543.95,553.75,536.1
6/14/2016,535.75,4079,543.45,543.8,533.55
6/15/2016,532.55,4108,533.15,546.9,530.8
6/16/2016,534.95,4801,532.9,542,527.45
6/17/2016,529.65,3453,532.8,544.95,527.75
6/20/2016,548.45,4524,530.65,550.75,530.55
6/21/2016,551.35,3323,549.45,553.75,540
6/22/2016,562.25,4011,552,564.2,548.5
6/23/2016,565.9,3194,562.2,566.95,556.1
6/24/2016,546.45,4898,567.95,568,541.5
6/27/2016,557.4,2995,549.75,558.35,545.85
6/28/2016,569.95,4152,557.5,572,554.2
6/29/2016,590.55,5253,572.7,591.35,568.15
6/30/2016,597.35,5365,588.05,600.7,583.3
7/1/2016,605.65,350,605.65,616,604.5
7/5/2016,602.65,6697,605.65,617.4,590.6
7/6/2016,607.55,4213,603.15,611,591.2
7/7/2016,612.35,3570,608.4,613.05,600
7/8/2016,617.1,4464,611.1,620.5,600
7/11/2016,625.75,4000,619.6,627.6,615.6
7/12/2016,628.95,4739,626.9,631.4,613.25
7/13/2016,651.1,6618,643.8,648.75,623.75
7/14/2016,647.4,5011,646.1,652.8,636.65
7/15/2016,647.4,3672,650.2,654.2,640.5
7/18/2016,646.05,3648,649.45,649.45,632.55
7/19/2016,656.4,4034,645.3,659.65,641.5
7/20/2016,676,5949,656.55,677.2,648.3
7/21/2016,685.45,5224,672.05,687.45,668.15
7/22/2016,686.05,3790,686.5,688.85,680.8
7/25/2016,688.75,4384,685.75,689.85,675.8
7/26/2016,692.8,4282,687.9,695.95,682.6
7/27/2016,703.9,5415,691.3,707.9,686.75
7/28/2016,698.65,4131,703.5,709.9,696.8
7/29/2016,709.75,5886,698.1,715.9,692.25
8/1/2016,716.25,4167,712.25,724.55,706
8/2/2016,717.7,4488,717.7,724.7,713.9
8/3/2016,713.85,5181,718.1,718.1,705
8/4/2016,706,4883,710.7,714.95,698.85
8/5/2016,696.3,5397,704.05,707.95,690.05
8/8/2016,693.3,3859,697.15,700.95,688.6
8/9/2016,694.35,3351,692.5,697.6,686.5
8/10/2016,726.4,8800,694.55,747.5,694.55
8/11/2016,691.8,6430,725.85,727.85,690.55
8/12/2016,690.8,4317,688.4,700.25,681.8
8/15/2016,692.25,2962,682.7,696.2,682.7
8/16/2016,705.1,3812,694.1,706.85,690.2
8/17/2016,691.7,4423,702.95,703,687
8/18/2016,713.4,5178,695.45,718.85,695.45
8/19/2016,709.35,3900,712.15,712.15,704.6
8/22/2016,692.15,6685,709.45,711.45,690.65
8/23/2016,699.85,5407,692.15,703.2,683.15
8/24/2016,682.5,7301,698.8,701.55,678.85
8/25/2016,685,4509,681.15,689.5,679.5
8/26/2016,692.15,5709,688.95,702.9,682.05
8/29/2016,697.3,4867,686.5,698.4,682.7
8/30/2016,677.95,6059,697.5,699.75,674.65
8/31/2016,668.7,4091,683.4,687.7,668.3
9/1/2016,661.7,4712,671.05,677.35,657.7
9/2/2016,700.65,112,665.15,679.75,665.05
9/6/2016,688.35,4843,679.7,701.85,675.2
9/7/2016,688.35,3596,698.7,712,687.5
9/8/2016,687.85,2715,690.95,698.15,682.8
9/9/2016,679.45,3334,683.3,694.5,674.25
9/12/2016,656.7,5897,674.35,677.5,653.1
9/13/2016,656.1,4233,663.95,669,651.5
9/14/2016,656.5,3136,654.4,663.6,652.5
9/15/2016,656.6,3138,656.8,662.2,652.5
9/16/2016,672.4,4601,657.85,679,651.5
9/19/2016,686.25,4684,672.4,695,671.25
9/20/2016,683.5,3102,685.1,691.5,679
9/21/2016,683.9,3396,684.65,696,676.85
9/22/2016,700.45,3996,684.2,701.75,684.2
9/23/2016,706.4,3868,694.15,706.9,691.15
9/26/2016,696.15,3201,700.9,702.4,688
9/27/2016,701.05,4271,695.85,703.35,691.6
9/28/2016,714.4,5244,702,717.5,699.5
9/29/2016,719.5,4524,713.75,723.5,710
9/30/2016,721.5,4332,716.8,728,714.55
10/3/2016,711.8,4361,722,727.95,707
10/4/2016,699.55,4858,714.65,714.95,696.5
10/5/2016,675.6,6734,698.05,702.6,675
10/6/2016,666.15,6529,677.3,683.85,661.5
10/7/2016,667.4,5407,669.85,679.65,662.1
10/10/2016,668.55,3690,667.65,677.5,662.5
10/11/2016,648.15,7252,669,672.5,646.4
10/12/2016,649.1,4822,648.1,656.5,645.75
10/13/2016,636.85,5252,648.75,649.75,635
10/14/2016,648.3,4652,638.5,650,632
10/17/2016,637.8,3813,646.5,655.25,634.55
10/18/2016,639.4,4298,638.5,647.8,636.65
10/19/2016,635.5,4047,637.1,645.5,634.7
10/20/2016,632.85,4141,636,641.1,626.3
10/21/2016,620.75,4804,632.35,632.55,615.1
10/24/2016,630.75,4635,620.4,634.25,616.2
10/25/2016,634.85,4032,634.6,643.3,633.25
10/26/2016,620.95,5122,634.5,639.6,618.2
10/27/2016,613.2,5373,621.5,626.35,611.15
10/28/2016,616.35,4742,612.75,623.55,611
10/31/2016,618,4794,622.05,624.55,610.55
11/1/2016,634.1,6159,620.15,636.85,618.9
11/2/2016,634.5,3310,634.1,636.4,627.4
11/3/2016,617.6,4840,627.5,632.35,616.95
11/4/2016,624.8,5010,617.05,634.95,617
11/7/2016,656.4,7902,628.9,657.55,617.15
11/8/2016,665.5,6868,651.85,670,644.15
11/9/2016,681.45,7109,664.2,684.65,652
11/10/2016,696.5,8217,679.9,698.65,674.5
11/11/2016,684.7,9141,689,697.85,669.95
11/14/2016,697.7,7604,674.1,699.95,667.1
11/15/2016,705.95,8235,696.1,706.95,688.8
11/16/2016,718.8,7464,704,719.55,690.1
11/17/2016,729.65,6250,716.25,734.1,711.35
11/18/2016,727.8,8957,729.3,729.3,702.8
11/21/2016,726.55,5986,727.05,732.25,721.65
11/22/2016,744.25,8635,727.25,748.9,726.25
11/23/2016,738.55,96,736.2,736.2,729.8
11/25/2016,742.9,5112,736.2,746.5,725.5
11/28/2016,758,7141,745.7,762,742.55
11/29/2016,765.25,5099,759.1,767.65,755.05
11/30/2016,772.65,4756,764,775.75,762.55
12/1/2016,751.7,6465,770.95,776,746.95
12/2/2016,745.5,5358,753.65,758,737.2
12/5/2016,746.05,4941,743.45,752.2,727.2
12/6/2016,734.4,4274,745.9,755,732.6
12/7/2016,732.65,3313,736.9,739.5,728.4
12/8/2016,739.05,5465,734.65,745.95,716.3
12/9/2016,735.05,3387,738.95,749.15,728.5
12/12/2016,727.55,3239,734.45,737.75,722
12/13/2016,730.6,2536,722.55,734.95,722.55
12/14/2016,732.55,2770,730.4,734.2,721.55
12/15/2016,705.65,5362,721.75,729.9,696.95
12/16/2016,697.25,7290,702,704.7,680.25
12/19/2016,678.7,4205,692.1,698.1,675.8
12/20/2016,670.85,5005,677.1,680.8,663.45
12/21/2016,659.9,3734,665.9,668.2,655.8
12/22/2016,654.85,2351,656.5,660.35,653.7
12/23/2016,654.85,2351,656.5,660.35,653.7
12/27/2016,673.8,2752,660,678.5,657.55
12/28/2016,666.85,3676,671.5,679.15,665.5
12/29/2016,675.65,2022,668.9,676.5,667.5
12/30/2016,683.25,2978,673.7,687.8,670.2
1/3/2017,709.9,5996,679.8,719.5,678.15
1/4/2017,738.8,4663,711.15,744.15,708.3
1/5/2017,738.2,8010,739,750,727.55
1/6/2017,758.35,5238,739.8,759.8,735.55
1/9/2017,757.15,4107,756.4,768.95,754.55
1/10/2017,765.25,3160,760.2,766.3,756.6
1/11/2017,753.9,4539,766.15,767.35,744.25
1/12/2017,765.25,3740,756.9,766,753.3
1/13/2017,749.15,160,759.95,754.6,749.5
1/17/2017,753,4879,745.05,760.5,737.45
1/18/2017,751,3230,750.9,754.25,742.75
1/19/2017,751.15,3066,749.35,755.5,744.35
1/20/2017,788.4,8508,754,794.15,751
1/23/2017,771.5,6560,788.5,797.5,770.1
1/24/2017,795.85,4059,778.8,798,773.25
1/25/2017,736.1,9872,789.85,791.45,730.6
1/26/2017,724.45,8068,732.45,744.5,713.75
1/27/2017,738.6,4500,723.5,744.4,711.7
1/30/2017,738.45,2558,740.65,743.7,726.1
1/31/2017,754.3,3903,739.6,759,738.9
2/1/2017,762.9,3935,756,767.5,754
2/2/2017,759.05,3472,764.45,770.9,757.55
2/3/2017,749,3599,758.5,760.95,741.2
2/6/2017,774.3,3944,749,775,745.4
2/7/2017,764.45,3883,772.9,774.1,754.8
2/8/2017,769.75,3899,762.9,773.65,758.95
2/9/2017,772.55,3745,770.6,778.8,768
2/10/2017,783.1,4370,769.05,786.7,764.25
2/13/2017,774.95,5078,784.6,787.8,772.65
2/14/2017,780.9,3648,775,784.9,773.65
2/15/2017,786.2,5194,782.45,791.45,776.8
2/16/2017,793.3,3435,788.55,795.85,786.8
2/17/2017,780.55,92,792.65,794.95,774.6
2/21/2017,780.15,6346,779.7,783.15,764.4
2/22/2017,770.2,4105,781.9,786,766.2
2/23/2017,774.6,6372,771.1,780.8,763.3
2/24/2017,772.95,5825,773.5,786.8,770.4
2/27/2017,785,5689,772.75,789.7,769.05
2/28/2017,771.7,3916,782.95,786.75,768.05
3/1/2017,779,4699,771.2,783.9,769.05
3/2/2017,769.75,3418,776.25,777.2,766.1
3/3/2017,767.7,4452,767.5,775.15,754.5
3/6/2017,773.15,3532,770.75,778.55,765.65
3/7/2017,775,4937,774.25,777.9,763.1
3/8/2017,770.4,4142,771.9,774.75,765.5
3/9/2017,748.05,7235,769.4,771.65,746.95
