Date, Close/Last, Volume, Open, High, Low
7/31/2019,1437.8,406886,1443.7,1447.8,1422.3
7/30/2019,1441.8,248318,1439.5,1445.7,1434.8
7/29/2019,1433.3,168447,1431.9,1440.8,1427.5
7/26/2019,1432.2,5,1422.8,1423,1422.8
7/25/2019,1427.5,112902,1439.3,1447,1423.9
7/24/2019,1436.5,65218,1431,1442.9,1429.4
7/23/2019,1421.7,380116,1426,1431.4,1414.6
7/22/2019,1426.9,247608,1428.5,1430.8,1423
7/19/2019,1426.7,509138,1448.3,1454.4,1421.1
7/18/2019,1428.1,467773,1428.5,1449.7,1415.6
7/17/2019,1421.3,6,1404.6,1404.6,1404.6
7/16/2019,1411.2,327180,1416.4,1420,1402.1
7/15/2019,1413.5,231266,1417.7,1421.6,1409.3
7/12/2019,1412.2,272092,1406.2,1418.9,1404.5
7/11/2019,1406.7,380765,1421.1,1429.4,1402.7
7/10/2019,1412.5,426438,1400,1421.1,1391.8
7/9/2019,1400.5,276008,1397.9,1402.4,1387.5
7/8/2019,1400,303906,1401,1409.9,1393.8
7/5/2019,1400.1,555564,1418.8,1426.8,1388.6
7/3/2019,1420.9,118832,1421.6,1424.4,1412.7
7/2/2019,1408,372203,1386.2,1424,1386.2
7/1/2019,1385.6,214,1386.6,1395.8,1382.8
6/28/2019,1409.7,297964,1413.3,1427.8,1408.6
6/27/2019,1412,324556,1412.7,1415.3,1401.4
6/26/2019,1411.6,84,1407.2,1413.3,1405.8
6/25/2019,1418.7,618309,1423.4,1442.9,1415.1
6/24/2019,1418.2,359931,1403.9,1425.1,1403.6
6/21/2019,1400.1,496645,1391.2,1415.4,1386.1
6/20/2019,1396.9,511767,1364.5,1397.7,1361.3
6/19/2019,1348.8,320720,1350.4,1366.6,1344.8
6/18/2019,1350.7,364839,1343.9,1358.5,1342.1
6/17/2019,1342.9,230833,1345.5,1347.1,1336.6
6/14/2019,1344.5,346086,1346.5,1362.2,1341.4
6/13/2019,1343.7,197876,1337.8,1347,1335.9
6/12/2019,1336.8,226929,1330.6,1342.3,1329.8
6/11/2019,1331.2,204179,1331.8,1333.8,1323.6
6/10/2019,1329.3,220533,1341.2,1341.7,1329
6/7/2019,1346.1,314048,1339.7,1352.7,1334.3
6/6/2019,1342.7,252464,1336.1,1344.2,1331.3
6/5/2019,1333.6,391880,1330.2,1348.9,1329.3
6/4/2019,1323.4,302,1324.3,1328.6,1320.8
6/3/2019,1327.9,347054,1312.5,1333,1310.9
5/31/2019,1311.1,322176,1293.2,1311.9,1292.5
5/30/2019,1287.1,55573,1279.4,1288.3,1273.9
5/29/2019,1286.3,194696,1284.3,1290.3,1283.8
5/28/2019,1282.5,207053,1290.5,1292.6,1280.8
5/24/2019,1289.2,23685,1289.2,1292.6,1288.9
5/23/2019,1291,71630,1278.5,1292.5,1277.5
5/22/2019,1274.2,186404,1274.4,1277.1,1272
5/21/2019,1273.2,204984,1277.7,1277.7,1269
5/20/2019,1277.3,206270,1277.6,1278.8,1273.3
5/17/2019,1275.7,255125,1287.2,1289,1274.6
5/16/2019,1286.2,256906,1297.7,1299.3,1284.2
5/15/2019,1297.8,241040,1298,1301.7,1293.6
5/14/2019,1296.3,215009,1300.8,1304.2,1294.3
5/13/2019,1301.8,362480,1288.3,1302.2,1282.4
5/10/2019,1287.4,227237,1285,1290.3,1283.9
5/9/2019,1285.2,296815,1281.9,1289.2,1280.4
5/8/2019,1281.4,288297,1285.6,1292.8,1280.2
5/7/2019,1285.6,241502,1282.4,1287.3,1279.1
5/6/2019,1283.8,240672,1281.8,1287.4,1278.1
5/3/2019,1281.3,269353,1271.6,1283.9,1269
5/2/2019,1272,273895,1278.5,1279.4,1267.3
5/1/2019,1284.2,269944,1285.2,1289.4,1274.5
4/30/2019,1282.8,114,1281.7,1283.3,1280.8
4/29/2019,1281.5,199297,1289,1289.1,1279.9
4/26/2019,1288.8,268033,1279.1,1290.9,1276
4/25/2019,1279.7,230543,1277.9,1284.8,1275.2
4/24/2019,1279.4,235966,1274.4,1280.7,1270.5
4/23/2019,1273.2,271377,1277,1278.5,1267.9
4/22/2019,1277.6,133327,1278,1281.9,1275.7
4/18/2019,1276,219695,1276.2,1279.7,1273
4/17/2019,1276.8,209965,1279.5,1282.1,1275.2
4/16/2019,1277.2,308866,1290.8,1291.7,1275.5
4/15/2019,1291.3,222209,1294,1295.2,1285.3
4/12/2019,1295.2,185177,1295.8,1299.1,1293.2
4/11/2019,1293.3,311101,1312.4,1313.1,1292.9
4/10/2019,1313.9,212949,1308.2,1314.7,1304.7
4/9/2019,1308.3,196670,1301.6,1310.4,1300.6
4/8/2019,1297.1,63,1292.2,1302.1,1291.8
4/5/2019,1295.6,227617,1296.5,1297.8,1288.3
4/4/2019,1294.3,250306,1294.4,1298.7,1284.9
4/3/2019,1295.3,186420,1296.9,1299,1292.7
4/2/2019,1295.4,190667,1292.2,1297.1,1289.5
4/1/2019,1294.2,229896,1297.2,1301.7,1291
3/29/2019,1298.5,260381,1295,1304.6,1291.3
3/28/2019,1295.3,407079,1315,1317.6,1293.3
3/27/2019,1316.9,197067,1321.7,1325.2,1313.7
3/26/2019,1321.4,119776,1328.3,1329.3,1318.5
3/25/2019,1329,83949,1319.7,1330.8,1317
3/22/2019,1318.7,78716,1315.4,1320.9,1312.8
3/21/2019,1313.6,59829,1318.6,1326.3,1309.1
3/20/2019,1300.5,2,1300.7,1300.7,1300.7
3/19/2019,1306.5,203029,1303.7,1310.8,1302.1
3/18/2019,1301.5,172561,1302,1306.7,1298
3/15/2019,1302.9,224685,1295.6,1306.3,1293.7
3/14/2019,1293.4,1,1293.4,1293.4,1293.4
3/13/2019,1309.3,204246,1301.8,1311.6,1300.6
3/12/2019,1296.3,1,1294.7,1294.7,1294.7
3/11/2019,1291.1,187305,1298.2,1299.2,1290.6
3/8/2019,1299.3,270805,1286.7,1301.3,1285.6
3/7/2019,1286.1,246103,1287.3,1289.6,1280.8
3/6/2019,1287.6,187195,1288.8,1291.8,1284.3
3/5/2019,1284.7,207640,1287.8,1290.6,1282
3/4/2019,1287.5,253631,1294.4,1298.1,1283.8
3/1/2019,1299.2,328780,1315.5,1316.5,1291.3
2/28/2019,1316.1,238804,1321.7,1328.9,1314
2/27/2019,1317.7,604,1327.7,1327.9,1316.5
2/26/2019,1328.5,179292,1329.9,1332.4,1325.5
2/25/2019,1329.5,176322,1331.9,1334.9,1327.3
2/22/2019,1332.8,236737,1325.8,1335.6,1323.8
2/21/2019,1327.8,277389,1341.7,1344.3,1323.3
2/20/2019,1347.9,235291,1343.9,1349.8,1339.8
2/19/2019,1344.8,334325,1329.2,1345,1323.8
2/15/2019,1322.1,91941,1325,1330.8,1323.8
2/14/2019,1313.9,219485,1309.6,1317.4,1304.7
2/13/2019,1310.8,143,1311.6,1316,1308.1
2/12/2019,1314,144119,1311.6,1318.3,1310
2/11/2019,1307,119,1313.4,1313.4,1304.7
2/8/2019,1318.5,131864,1314.3,1319.5,1311.5
2/7/2019,1314.2,159728,1310.9,1315.8,1306.4
2/6/2019,1314.4,133244,1319.4,1319.9,1309.6
2/5/2019,1319.2,122758,1316.8,1321,1314.8
2/4/2019,1319.3,147699,1322.6,1323.6,1312.7
2/1/2019,1322.1,192924,1326,1328.2,1320.6
1/31/2019,1325.2,215552,1325.4,1331.1,1322.2
1/30/2019,1315.5,262539,1317,1328.6,1313.5
1/29/2019,1315.2,171769,1308.5,1317.1,1307.8
1/28/2019,1309.3,122869,1308.5,1309.8,1302.7
1/25/2019,1304.2,87878,1286,1309.3,1284.8
1/24/2019,1285.9,68784,1288.3,1290,1281.5
1/23/2019,1290.2,60819,1290.8,1292.1,1284
1/22/2019,1283.4,307704,1279.1,1285,1276
1/18/2019,1282.6,100826,1280.7,1283,1276
1/17/2019,1292.3,188241,1293.9,1295,1288.3
1/16/2019,1293.8,173284,1289.6,1295.4,1287.6
1/15/2019,1288.4,229624,1292.4,1294.8,1286.5
1/14/2019,1289.1,7,1292.4,1293.9,1289.9
1/11/2019,1289.5,200393,1287.6,1295.7,1287
1/10/2019,1287.4,227942,1294.7,1298,1286.7
1/9/2019,1292,232491,1286.1,1295,1280.9
1/8/2019,1285.9,206439,1289.9,1291.4,1280.2
1/7/2019,1289.9,197176,1287,1297,1284.1
1/4/2019,1285.8,299076,1296.5,1300.4,1278.1
1/3/2019,1294.8,229532,1288.5,1296.9,1286.4
1/2/2019,1284.1,222578,1285,1291,1280.6
12/31/2018,1281.3,108913,1283,1286.5,1279.7
12/28/2018,1283,155354,1278,1284.7,1276.5
12/27/2018,1281.1,200717,1270.1,1281.6,1269.1
12/26/2018,1273,198175,1273.5,1282.3,1267.4
12/24/2018,1271.8,130455,1260.7,1273.9,1260
12/21/2018,1258.1,200024,1263.5,1266.2,1257.1
12/20/2018,1267.9,303814,1247,1270.3,1246.2
12/19/2018,1256.4,261331,1253.5,1262.2,1245.3
12/18/2018,1253.6,164361,1249.7,1254.5,1249
12/17/2018,1251.8,156508,1242.8,1252.2,1239.4
12/14/2018,1241.4,183625,1246.2,1247.3,1236.5
12/13/2018,1247.4,148496,1250.7,1251.7,1244.4
12/12/2018,1250,144462,1248.3,1252.6,1247.1
12/11/2018,1247.2,176025,1249.8,1255.1,1245.8
12/10/2018,1249.4,190957,1255.6,1256.6,1246.9
12/7/2018,1252.6,215414,1243.1,1255.8,1242.6
12/6/2018,1243.6,238860,1243,1249.9,1240
12/5/2018,1242.6,104283,1244.6,1244.8,1238.7
12/4/2018,1246.6,214514,1236.3,1247.5,1235.8
12/3/2018,1239.6,233816,1227.8,1240.4,1226.6
11/30/2018,1226,158763,1229.9,1231.1,1221.8
11/29/2018,1230.4,229628,1227.1,1234.9,1226.7
11/28/2018,1229.8,199518,1220.9,1233.8,1216.8
11/27/2018,1219.9,132694,1228.5,1231.7,1217.8
11/26/2018,1228.7,141646,1230.4,1234.5,1228
11/23/2018,1223.2,234908,1227.8,1229.7,1220.3
11/21/2018,1225.8, N/A,1225.8,1225.8,1225.8
11/20/2018,1221.2,245888,1224.6,1229.5,1220.3
11/19/2018,1225.3,189907,1222.6,1226.5,1218.5
11/16/2018,1223,237367,1214.4,1226,1213.7
11/15/2018,1215,234966,1211.8,1217,1207.1
11/14/2018,1210.1,268788,1202.8,1217.2,1198.1
11/13/2018,1199.2,5,1196.3,1201.3,1196.3
11/12/2018,1201.3,1,1201.6,1201.6,1201.6
11/9/2018,1208.6,306462,1224.3,1224.6,1207.2
11/8/2018,1225.1,229614,1227.7,1228.5,1220.8
11/7/2018,1228.7,252072,1228.9,1238.4,1224.2
11/6/2018,1226.3,188660,1233.4,1237.8,1224.9
11/5/2018,1232.3,157253,1234.5,1236.8,1228.4
11/2/2018,1233.3,249587,1235.3,1238.4,1231.3
11/1/2018,1238.6,293251,1216.6,1239.3,1216.1
10/31/2018,1215,231855,1224.7,1225,1213.4
10/30/2018,1225.3,218624,1231.9,1232.5,1221.4
10/29/2018,1227.6,225204,1236.4,1237.6,1226.1
10/26/2018,1235.8,304896,1234.7,1246,1232.5
10/25/2018,1232.4,252780,1236.6,1242,1230.5
10/24/2018,1231.1,204289,1233.8,1238,1228.3
10/23/2018,1236.8,276325,1225.1,1243,1224.5
10/22/2018,1224.6,180132,1230.5,1232.6,1222.8
10/19/2018,1228.7,188648,1228.6,1234.1,1226.2
10/18/2018,1230.1,239133,1225.5,1233.6,1221.7
10/17/2018,1227.4,228207,1228,1232.9,1223.7
10/16/2018,1231,233393,1230.5,1235.9,1226.3
10/15/2018,1226.4,136,1222.4,1232.3,1222.4
10/12/2018,1222,309392,1227.7,1228.1,1219.3
10/11/2018,1227.6,503085,1197.9,1230,1194.7
10/10/2018,1193.4,243118,1192.7,1198.6,1188.5
10/9/2018,1191.5,236941,1192.2,1195.8,1186.6
10/8/2018,1184.4,250,1201,1201,1183.7
10/5/2018,1205.6,250219,1203.7,1209.8,1200.9
10/4/2018,1201.6,280314,1201.4,1210.7,1199.6
10/3/2018,1202.9,246832,1207,1212.3,1200.4
10/2/2018,1207,350240,1192.7,1212.3,1192.2
10/1/2018,1191.7,213617,1196.1,1196.5,1188.1
9/28/2018,1196.2,300928,1186.8,1198,1184.3
9/27/2018,1182.3,4947,1194.6,1197.3,1180.5
9/26/2018,1199.1,330481,1205.5,1206.9,1194.6
9/25/2018,1205.1,192109,1203.1,1207.9,1201.3
9/24/2018,1204.4,207122,1204,1208.8,1198.6
9/21/2018,1201.3,333369,1212.1,1215.8,1196
9/20/2018,1211.3,232693,1208.8,1213.2,1205.1
9/19/2018,1202.2, N/A,1202.2,1202.2,1202.2
9/18/2018,1202.9,223080,1206.4,1208.2,1200.3
9/17/2018,1205.8,205761,1199.8,1209.7,1197.5
9/14/2018,1201.1,276004,1206.6,1213.8,1197.7
9/13/2018,1208.2,295658,1212.4,1218,1205
9/12/2018,1210.9,292275,1203.5,1213.9,1197.6
9/11/2018,1202.2,253326,1200.4,1204.8,1192.7
9/10/2018,1199.8,207244,1200.7,1203.8,1196.2
9/7/2018,1200.4,272324,1205.6,1209,1198.7
9/6/2018,1204.3,278851,1202.5,1212.7,1200.5
9/5/2018,1201.3,203575,1197.2,1204.2,1196.4
9/4/2018,1199.1,402704,1207,1209.7,1195.1
8/31/2018,1206.7,117750,1206.3,1209.7,1201.2
8/30/2018,1205,276369,1212.6,1214,1202.1
8/29/2018,1211.5,235721,1206.6,1213.7,1206.6
8/28/2018,1207.4,136,1209.7,1217,1202.3
8/27/2018,1216,205140,1214.5,1218.8,1209.3
8/24/2018,1213.3,286519,1191.6,1215.4,1189.5
8/23/2018,1194,226193,1202.8,1203.4,1190.2
8/22/2018,1203.3,227367,1203,1208.4,1199.2
8/21/2018,1200,211149,1197.3,1204.3,1194.3
8/20/2018,1194.6,199964,1190.4,1197.7,1189.6
8/17/2018,1184.2,246695,1180.7,1192,1178.5
8/16/2018,1184,353666,1183,1189,1167.1
8/15/2018,1185,364039,1201.5,1202,1180
8/14/2018,1193,92,1193.1,1197.5,1192.8
8/13/2018,1198.9,363069,1218.4,1221.4,1198.6
8/10/2018,1219,317657,1220,1224.9,1213.1
8/9/2018,1219.9,225166,1222,1225.6,1218.4
8/8/2018,1221,255706,1218.7,1223.8,1213.6
8/7/2018,1218.3,199691,1215.8,1224.3,1215.6
8/6/2018,1208.6,297,1214.4,1214.4,1206.6
8/3/2018,1223.2,272386,1216,1228.5,1212.5
8/2/2018,1210.6,411,1214.7,1219.3,1205.8
8/1/2018,1227.6,210076,1232.7,1233.7,1224.4
7/31/2018,1233.6,287649,1230.5,1237.8,1222.6
7/30/2018,1231.5,178604,1231.1,1234.1,1227.8
7/27/2018,1232.7,150903,1231.4,1236.5,1226.3
7/26/2018,1235.3,99096,1240.8,1244.6,1231.3
7/25/2018,1241,55539,1233.3,1243.4,1232.5
7/24/2018,1234.6,64451,1233.4,1238.6,1227
7/23/2018,1234.4,75122,1240.7,1244.7,1231.1
7/20/2018,1231.1,342215,1222.9,1232.4,1215.3
7/19/2018,1224,414022,1227.3,1229.6,1210.7
7/18/2018,1227.9,272126,1227,1229.1,1220.9
7/17/2018,1227.3,304251,1240.8,1245.1,1225.9
7/16/2018,1239.7,178908,1241,1245.8,1238.3
7/13/2018,1241.2,248662,1247.7,1248.5,1236.2
7/12/2018,1246.6,216104,1242.3,1248.8,1241.4
7/11/2018,1244.4,293555,1256.7,1257.3,1241.7
7/10/2018,1255.4,266748,1258.5,1261,1247.7
7/9/2018,1259.6,231724,1255.7,1266.9,1255.7
7/6/2018,1255.8,195750,1258.4,1260.2,1253.7
7/5/2018,1258.8,372468,1257.7,1262.4,1252.2
7/3/2018,1253.5,145678,1253.5,1262.4,1238.8
7/2/2018,1241.7,251533,1253.4,1255.6,1240.6
6/29/2018,1254.5,221077,1249.5,1257.1,1246.9
6/28/2018,1251,234981,1253.6,1255.8,1247.2
6/27/2018,1256.1,250008,1260.5,1261.9,1252.2
6/26/2018,1259.9,243918,1267.3,1269.4,1256.4
6/25/2018,1268.9,191258,1272.2,1274.4,1265.5
6/22/2018,1270.7,177199,1268.6,1273.1,1268.4
6/21/2018,1270.5,268481,1269.7,1272.3,1262.4
6/20/2018,1274.5,223323,1277.3,1278.6,1269.6
6/19/2018,1278.6,272942,1280.7,1286.8,1272.6
6/18/2018,1280.1,180772,1281.1,1284.9,1279.5
6/15/2018,1278.5,495364,1305.9,1306.7,1277.9
6/14/2018,1308.3,332112,1303.1,1313,1301
6/13/2018,1301.3,254837,1299.6,1305.2,1294.5
6/12/2018,1299.4,227402,1304.5,1304.8,1296.3
6/11/2018,1303.2,206333,1303.5,1307,1297.8
6/8/2018,1302.7,211335,1301.3,1304.8,1296
6/7/2018,1303,239302,1300.9,1307.8,1299
6/6/2018,1301.4,239391,1300.6,1306.1,1297.7
6/5/2018,1302.2,257770,1296.4,1304.8,1293.5
6/4/2018,1297.3,209443,1296.7,1302.3,1293.8
6/1/2018,1299.3,308394,1303,1304.8,1293.1
5/31/2018,1304.7,293132,1306,1311.5,1301
5/30/2018,1306.5,320122,1303.1,1308.8,1300
5/29/2018,1304.1,348290,1302.2,1311.3,1296.6
5/25/2018,1309,61195,1305.7,1309,1299.9
5/24/2018,1309.8,99686,1298,1311.8,1297.4
5/23/2018,1294.8,61616,1295.9,1303.8,1292
5/22/2018,1297.4,42154,1298.2,1301.3,1292.8
5/21/2018,1290.9,313755,1290.3,1292.7,1281.2
5/18/2018,1291.3,254923,1290,1293.7,1285.1
5/17/2018,1289.4,289678,1290.2,1294,1284
5/16/2018,1291.5,321197,1290.1,1296.4,1285.7
5/15/2018,1290.3,461831,1313.2,1314.7,1288.2
5/14/2018,1318.2,235892,1318.3,1322.4,1312.8
5/11/2018,1320.7,259923,1321.8,1326.3,1317
5/10/2018,1322.3,362491,1312.8,1323.4,1310.6
5/9/2018,1313,372491,1315.3,1317.8,1304.2
5/8/2018,1313.7,398268,1314.1,1318.5,1306.2
5/7/2018,1314.1,230426,1316.3,1320.1,1310.6
5/4/2018,1314.7,299809,1312.8,1316.9,1308.5
5/3/2018,1312.7,297240,1305.5,1319,1305.2
5/2/2018,1305.6,350840,1304.4,1314.9,1304.3
5/1/2018,1306.8,267336,1316,1317.4,1302.3
4/30/2018,1319.2,287438,1324,1325.9,1310.7
4/27/2018,1323.4,232724,1318,1326.4,1315.8
4/26/2018,1317.9,285847,1324.2,1328,1316.2
4/25/2018,1322.8,256659,1332,1333.8,1320.2
4/24/2018,1333,267707,1326.1,1334.5,1323.6
4/23/2018,1324,276592,1336.2,1337.6,1323.8
4/20/2018,1338.3,269829,1348.5,1348.9,1337
4/19/2018,1348.8,325544,1352.4,1357.7,1343.2
4/18/2018,1353.5,298749,1350.4,1359,1345
4/17/2018,1349.5,267744,1349.1,1352.2,1340.2
4/16/2018,1350.7,258382,1349.8,1353.5,1342.8
4/13/2018,1347.9,253937,1337.6,1350.3,1335.5
4/12/2018,1341.9,374672,1356.3,1356.7,1336.7
4/11/2018,1360,467541,1343.1,1369.4,1342.5
4/10/2018,1345.9,278138,1339.8,1346.2,1334.2
4/9/2018,1340.1,222038,1338,1341.5,1330.1
4/6/2018,1336.1,361181,1329.7,1339.1,1322.6
4/5/2018,1328.5,266243,1337.1,1338.7,1326
4/4/2018,1340.2,334886,1336.7,1352.5,1335.2
4/3/2018,1337.3,276654,1345,1346.6,1332.7
4/2/2018,1352.9,4979,1336.3,1355.1,1335.1
3/29/2018,1327.3,235348,1329.3,1332.6,1325.4
3/28/2018,1330,358319,1351.1,1352.2,1327.7
3/27/2018,1347.9,24159,1351.1,1352.2,1347.9
3/26/2018,1360.9,187073,1350.6,1361.8,1349.2
3/23/2018,1355.7,124800,1335.5,1356.3,1334.7
3/22/2018,1333.2,70121,1338,1340.8,1330.3
3/21/2018,1321.5,451237,1310.6,1336.9,1309.5
3/20/2018,1311.9,281146,1316.5,1318.1,1306.6
3/19/2018,1317.8,283944,1312.9,1319.6,1307.4
3/16/2018,1312.3,277568,1316.8,1321.8,1309.5
3/15/2018,1317.8,241746,1324.7,1328.1,1314.9
3/14/2018,1325.6,247027,1326.7,1330.5,1321.7
3/13/2018,1327.1,321790,1323.3,1328.8,1313.8
3/12/2018,1320.8,214392,1324.1,1325,1315.3
3/9/2018,1324,336571,1322.7,1325.9,1313.2
3/8/2018,1321.7,241811,1326.2,1329.8,1319.6
3/7/2018,1327.6,297281,1339.5,1342,1323
3/6/2018,1335.2,269691,1321,1339.9,1320.8
3/5/2018,1319.9,215468,1324.9,1328.9,1318.3
3/2/2018,1323.4,256112,1318,1326.6,1316.2
3/1/2018,1305.2,395651,1319.3,1322.3,1303.6
2/28/2018,1317.9,251263,1318.9,1323.7,1316.7
2/27/2018,1315.5,710,1331.7,1332.6,1312.7
2/26/2018,1332.8,237905,1330.4,1342.9,1328
2/23/2018,1330.3,165052,1333.7,1334.2,1327.7
2/22/2018,1332.7,201972,1326.2,1334.4,1322.9
2/21/2018,1332.1,244241,1331.2,1338.5,1324.4
2/20/2018,1331.2,357520,1348.9,1354,1330.6
2/16/2018,1356.2,21489,1350.2,1356.2,1349.5
2/15/2018,1355.3,251537,1353,1359.8,1350.8
2/14/2018,1358,405262,1331.9,1358.6,1319.1
2/13/2018,1330.4,192998,1325,1333.5,1323.7
2/12/2018,1326.4,203283,1317.1,1330,1316.3
2/9/2018,1315.7,306980,1321,1325,1313.2
2/8/2018,1319,349123,1320.7,1324.5,1309
2/7/2018,1314.6,335680,1326.6,1334.8,1313.5
2/6/2018,1329.5,457363,1343.1,1349.3,1322.8
2/5/2018,1336.5,298950,1334.6,1344.8,1331.6
2/2/2018,1337.3,416513,1352.2,1353.3,1330.1
2/1/2018,1347.9,301115,1348.2,1354.3,1340.2
1/31/2018,1343.1,365063,1341.8,1351,1335.5
1/30/2018,1340,394887,1344,1352.5,1337.5
1/29/2018,1345.1,224553,1353.7,1356.3,1340.9
1/26/2018,1357.2,139946,1352.7,1361,1348.6
1/25/2018,1368,140915,1362.7,1370.5,1346.2
1/24/2018,1361.4,147749,1346.2,1366.8,1344.1
1/23/2018,1336.7,354786,1333,1341.5,1330.7
1/22/2018,1331.9,325008,1334,1335.8,1328
1/19/2018,1333.1,268077,1327,1338.2,1326.6
1/18/2018,1327.2,305093,1327.4,1333.3,1324.3
