Date,Open,High,Low,Close,Adj Close,Volume
2016-08-17,69.919998,70.019997,69.540001,69.820000,64.096458,5914700
2016-08-18,69.980003,70.169998,69.790001,70.129997,64.381035,3816700
2016-08-19,70.120003,70.540001,69.940002,70.269997,64.509560,3482000
2016-08-22,70.349998,70.610001,69.839996,70.000000,64.261696,4361400
2016-08-23,70.419998,70.540001,69.930000,69.980003,64.243332,4779200
2016-08-24,70.110001,70.220001,69.709999,69.900002,64.169884,3749300
2016-08-25,69.900002,70.059998,69.699997,69.820000,64.096458,3044900
2016-08-26,69.989998,70.349998,69.400002,69.750000,64.032204,4160900
2016-08-29,69.900002,70.370003,69.849998,69.980003,64.243332,3669100
2016-08-30,70.000000,70.199997,69.089996,69.309998,63.628246,4382800
2016-08-31,69.360001,69.610001,69.230003,69.540001,63.839397,3870200
2016-09-01,68.779999,69.790001,68.300003,69.699997,63.986290,4536000
2016-09-02,70.019997,70.099998,69.260002,69.680000,63.967930,4584200
2016-09-06,69.930000,70.029999,69.260002,69.790001,64.068932,3870300
2016-09-07,69.750000,70.000000,69.260002,69.489998,63.793510,4214100
2016-09-08,69.239998,69.410004,68.699997,68.989998,63.334488,4151600
2016-09-09,68.190002,68.419998,66.669998,66.669998,61.204674,6995600
2016-09-12,66.309998,68.019997,66.300003,67.940002,62.370567,6049900
2016-09-13,68.010002,68.550003,67.269997,67.449997,61.920727,5472600
2016-09-14,67.459999,68.070000,67.220001,67.790001,62.232864,4011500
2016-09-15,67.800003,69.360001,67.599998,69.220001,63.545635,6257900
2016-09-16,69.970001,69.970001,68.480003,69.360001,63.674164,6506200
2016-09-19,69.830002,70.290001,69.290001,69.540001,63.839397,4100600
2016-09-20,69.769997,69.900002,69.010002,69.180000,63.508923,3026700
2016-09-21,69.410004,69.709999,68.830002,69.559998,63.857773,4202100
2016-09-22,70.010002,70.129997,69.470001,69.760002,64.041389,3566300
2016-09-23,70.000000,70.000000,68.980003,68.980003,63.325317,3088100
2016-09-26,68.550003,68.769997,68.129997,68.419998,62.811218,3475600
2016-09-27,68.389999,69.470001,68.080002,69.449997,63.756779,4560200
2016-09-28,69.400002,69.779999,69.220001,69.739998,64.022995,3241300
2016-09-29,69.629997,70.279999,69.220001,69.839996,64.114807,4337900
2016-09-30,69.949997,70.580002,69.839996,70.180000,64.426933,5071000
2016-10-03,70.080002,70.260002,69.470001,69.660004,63.949570,3627800
2016-10-04,69.660004,69.910004,69.099998,69.589996,63.885315,4089500
2016-10-05,69.849998,70.839996,69.010002,70.599998,64.812508,4789600
2016-10-06,70.440002,71.000000,70.029999,70.959999,65.142998,4061500
2016-10-07,71.000000,71.059998,70.449997,70.870003,65.060387,3673600
2016-10-10,71.080002,71.330002,69.900002,69.930000,64.197433,4893200
2016-10-11,69.930000,69.970001,68.059998,68.760002,63.123356,5204400
2016-10-12,68.830002,68.830002,67.989998,68.459999,62.847939,3563900
2016-10-13,67.910004,67.959999,67.059998,67.769997,62.214516,3897700
2016-10-14,68.269997,69.220001,68.209999,68.489998,62.875481,4329300
2016-10-17,68.500000,68.989998,68.370003,68.419998,62.811218,2620900
2016-10-18,69.860001,69.930000,69.169998,69.250000,63.573170,3590700
2016-10-19,68.889999,69.610001,68.599998,69.489998,63.793510,5530800
2016-10-20,69.419998,70.050003,68.769997,69.750000,64.032204,3850400
2016-10-21,69.410004,70.040001,68.800003,69.970001,64.234154,7027500
2016-10-24,70.260002,71.739998,70.230003,71.680000,65.803978,5888000
2016-10-25,71.570000,71.849998,71.080002,71.199997,65.363319,4614200
2016-10-26,71.000000,71.940002,70.769997,71.709999,65.831505,8151000
2016-10-27,71.400002,72.180000,70.410004,70.730003,64.931854,9627000
2016-10-28,70.959999,71.690002,70.519997,70.800003,64.996132,6360100
2016-10-31,71.309998,71.440002,70.800003,70.849998,65.042030,5411400
2016-11-01,71.129997,71.129997,68.919998,69.440002,63.747601,7375300
2016-11-02,69.570000,69.949997,68.720001,68.839996,63.196785,6516800
2016-11-03,68.699997,68.720001,67.529999,67.900002,62.789909,6723600
2016-11-04,66.879997,68.000000,66.800003,67.599998,62.512482,6056300
2016-11-07,68.830002,69.480003,68.290001,69.010002,63.816372,5751100
2016-11-08,69.010002,69.970001,68.949997,69.830002,64.574661,5409600
2016-11-09,67.800003,69.949997,67.599998,69.790001,64.537674,5697800
2016-11-10,70.000000,70.720001,68.129997,69.139999,63.936592,7190600
2016-11-11,69.019997,70.059998,69.000000,69.849998,64.593147,4974900
2016-11-14,70.139999,70.349998,69.639999,70.019997,64.750359,6493000
2016-11-15,70.199997,71.360001,70.050003,71.029999,65.684341,4736500
2016-11-16,71.010002,71.300003,70.559998,71.199997,65.841545,4880400
2016-11-17,71.169998,72.279999,70.629997,72.080002,66.655319,3773800
2016-11-18,71.839996,73.150002,71.750000,72.599998,67.136177,5484200
2016-11-21,72.750000,73.730003,72.699997,73.680000,68.134911,5447000
2016-11-22,74.089996,74.639999,74.029999,74.400002,68.800720,6824100
2016-11-23,74.379997,74.550003,73.919998,74.059998,68.486298,3995500
2016-11-25,73.870003,74.610001,73.730003,74.430000,68.828461,1978800
2016-11-28,74.290001,74.889999,74.040001,74.529999,68.920921,4512000
2016-11-29,74.660004,75.250000,74.230003,74.400002,68.800720,6347000
2016-11-30,74.669998,74.690002,73.930000,73.930000,68.366081,6768200
2016-12-01,73.879997,73.910004,69.959999,70.410004,65.111000,9631100
2016-12-02,69.989998,71.160004,69.919998,70.720001,65.397667,5946400
2016-12-05,71.339996,71.529999,70.379997,70.510002,65.203484,6405100
2016-12-06,71.110001,71.389999,70.610001,71.370003,65.998756,7039800
2016-12-07,71.500000,72.430000,71.120003,72.199997,66.766289,6045900
2016-12-08,72.320000,72.580002,71.879997,72.129997,66.701553,5473600
2016-12-09,72.349998,72.650002,71.559998,71.989998,66.572098,6101200
2016-12-12,71.889999,71.930000,71.190002,71.730003,66.331665,3340600
2016-12-13,71.949997,73.599998,71.769997,73.199997,67.691025,6950900
2016-12-14,73.550003,73.699997,72.400002,72.500000,67.043716,6474100
2016-12-15,72.730003,73.589996,72.449997,73.449997,67.922203,5079500
2016-12-16,73.360001,73.750000,72.680000,72.889999,67.404366,6478700
2016-12-19,73.110001,74.080002,72.959999,73.570000,68.033188,3818000
2016-12-20,73.930000,74.190002,73.599998,74.040001,68.467812,3182000
2016-12-21,74.220001,74.720001,74.139999,74.169998,68.588020,4272200
2016-12-22,74.250000,74.320000,73.750000,74.199997,68.615768,3470700
2016-12-23,74.110001,74.389999,74.000000,74.379997,68.782227,1690800
2016-12-27,74.419998,75.150002,74.160004,74.870003,69.235352,2037200
2016-12-28,74.959999,75.050003,73.980003,74.050003,68.477058,2683400
2016-12-29,73.839996,74.400002,73.800003,74.150002,68.569542,3292600
2016-12-30,74.430000,74.459999,72.769997,72.970001,67.478348,4311800
2017-01-03,73.529999,74.309998,73.050003,73.580002,68.042442,4847900
2017-01-04,73.650002,73.970001,73.250000,73.489998,67.959206,4507100
2017-01-05,73.290001,73.699997,72.889999,72.919998,67.432114,4301100
2017-01-06,72.879997,74.279999,72.470001,74.150002,68.569542,5244600
2017-01-09,74.510002,75.220001,74.169998,74.339996,68.745232,4782900
2017-01-10,74.620003,74.830002,74.059998,74.599998,68.985672,3712500
2017-01-11,74.639999,75.199997,74.459999,75.199997,69.540504,4361400
2017-01-12,75.000000,75.139999,74.089996,74.849998,69.216843,4408200
2017-01-13,74.830002,75.300003,74.730003,75.000000,69.355560,3372500
2017-01-17,74.669998,74.949997,74.290001,74.489998,68.883957,4413100
2017-01-18,74.730003,74.839996,74.250000,74.379997,68.782227,5531400
2017-01-19,74.220001,74.809998,73.870003,73.879997,68.319847,4468500
2017-01-20,74.160004,74.889999,74.160004,74.750000,69.124374,6661400
2017-01-23,74.800003,75.739998,74.639999,75.730003,70.030624,6895100
2017-01-24,76.190002,77.320000,75.910004,77.080002,71.279015,8561600
2017-01-25,77.720001,78.720001,77.190002,78.580002,72.666138,8112800
2017-01-26,78.019997,79.470001,78.010002,79.260002,73.294975,8991500
2017-01-27,79.059998,79.449997,77.739998,78.029999,72.615616,9737300
2017-01-30,77.519997,78.080002,77.349998,77.900002,72.494644,8355200
2017-01-31,77.400002,77.540001,75.250000,75.540001,70.298393,11129400
