Date,CLOSE
2009-12-01,28.13854329
2009-12-02,28.03282911
2009-12-03,28.06854336
2009-12-04,27.61711524
2009-12-07,26.99283015
2009-12-08,27.124258590000004
2009-12-09,28.257114600000005
2009-12-10,28.061400510000002
2009-12-11,27.80997219
2009-12-14,28.13997186
2009-12-15,27.73854369
2009-12-16,27.86140071
2009-12-17,27.408544020000004
2009-12-18,27.918543510000003
2009-12-21,28.31854311
2009-12-22,28.622828520000006
2009-12-23,28.8713997
2009-12-24,29.86282728
2009-12-28,30.229969770000004
2009-12-29,29.8713987
2009-12-30,30.23425548
2009-12-31,30.104541324000003
2010-01-04,30.57282657
2010-01-05,30.625683660000004
2010-01-06,30.138541290000003
2010-01-07,30.082827060000003
2010-01-08,30.28282686
2010-01-11,30.015684270000005
2010-01-12,29.674256040000003
2010-01-13,30.092827050000004
2010-01-14,29.918541510000004
2010-01-15,29.418542010000003
2010-01-19,30.71996928
2010-01-20,30.246398325
2010-01-21,29.724541704000004
2010-01-22,28.249971750000004
2010-01-25,29.010685275
2010-01-26,29.41997058
2010-01-27,29.697684588
2010-01-28,28.469971530000002
2010-01-29,27.437543991000002
2010-02-01,27.818543610000003
2010-02-02,27.979972020000005
2010-02-03,28.46140011
2010-02-04,27.435686850000003
2010-02-05,27.922829220000004
2010-02-08,27.731400840000003
2010-02-09,28.027114830000002
2010-02-10,27.873686412000005
2010-02-11,28.38140019
2010-02-12,28.625685660000002
2010-02-16,29.057113800000003
2010-02-17,28.935685350000004
2010-02-18,28.989685296
2010-02-19,28.80997119
2010-02-22,28.630828512
2010-02-23,28.151257563
2010-02-24,28.665114192000004
2010-02-25,28.857114000000003
2010-02-26,29.231399340000003
2010-03-01,29.855684430000004
2010-03-02,29.835684450000002
2010-03-03,29.904255810000006
2010-03-04,30.101398470000003
2010-03-05,31.27854015
2010-03-08,31.297111560000005
2010-03-09,31.859968140000003
2010-03-10,32.119967880000004
2010-03-11,32.214253500000005
2010-03-12,32.3713962
2010-03-15,31.97711088
2010-03-16,32.06425365
2010-03-17,32.01711084
2010-03-18,32.09282505
2010-03-19,31.7499539643
2010-03-22,32.107110750000004
2010-03-23,32.62282452
2010-03-24,32.76711009
2010-03-25,32.37853905
2010-03-26,32.9856813
2010-03-29,33.198538230000004
2010-03-30,33.692109165000005
2010-03-31,33.571395
2010-04-01,33.709966290000004
2010-04-05,34.06996593
2010-04-06,34.21996578
2010-04-07,34.371394200000005
2010-04-08,34.27853715
2010-04-09,34.54139403
2010-04-12,34.61282253
2010-04-13,34.632822510000004
2010-04-14,35.09853633
2010-04-15,35.55996444
2010-04-16,35.3428218
2010-04-19,35.29567899
2010-04-20,34.94139363
2010-04-21,37.03139154000001
2010-04-22,38.0670333615
2010-04-23,38.68996131
2010-04-26,38.499961500000005
2010-04-27,37.434248280000006
2010-04-28,37.371391200000005
2010-04-29,38.37710448
2010-04-30,37.29853413
2010-05-03,38.049961950000004
2010-05-04,36.954248760000006
2010-05-05,36.56924914500001
2010-05-06,35.17853625
2010-05-07,33.69425202000001
2010-05-10,36.28424943
2010-05-11,36.64567764
2010-05-12,37.44139113
2010-05-13,36.90853452
2010-05-14,36.25996374
2010-05-17,36.317106540000005
2010-05-18,36.05139252000001
2010-05-19,35.47710738000001
2010-05-20,33.965680320000004
2010-05-21,34.61710824
2010-05-24,35.25139332
2010-05-25,35.03139354
2010-05-26,34.87267941300001
2010-05-27,36.192820950000005
2010-05-28,36.697106160000004
2010-06-01,37.26139131
2010-06-02,37.707105150000004
2010-06-03,37.588533840000004
2010-06-04,36.566392005000004
2010-06-07,35.848535580000004
2010-06-08,35.618535810000004
2010-06-09,34.7428224
2010-06-10,35.787107070000005
2010-06-11,36.21567807
2010-06-14,36.32567796
2010-06-15,37.09853433
2010-06-16,38.17853325
2010-06-17,38.83853259000001
2010-06-18,39.153389418
2010-06-21,38.59567569000001
2010-06-22,39.12138945000001
2010-06-23,38.70996129000001
2010-06-24,38.428533
2010-06-25,38.099961900000004
2010-06-28,38.3285331
2010-06-29,36.59567769
2010-06-30,35.93282121
2010-07-01,35.49710736
2010-07-02,35.27710758
